,result,table,_time,_start,_stop,_measurement,client_id,deveui,name,appid,battery_V,day,devadd,devid,fcnt,fport,freq_sec,frmpayload,gw_json,gwcnt,gweui,gwid,gwlat,gwlng,hexapayload,hour,id,mins,month,rssi,sec,snr,spreading_factor,timestamp,year,bandwidth,channel_rssi,gwalt,tproc,P1B,P30B,T1B,T30B,depth_m_1B,depth_m_30B,speed_mps_30B
0,_result,1,2025-12-12 09:04:46.813591+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.13,1,,70B3D57ED006A005,770,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a018010100140a04b0019d01670d0c720024850c1f0175380ff300260b0fcf03de2d0cb30094d10b4703d7d50b6a00f98b0971,0,a0,20,1,-105.0,10,6.0,12,2025-12-12 09:04:36.253000+00:00,2024,,,,2024-01-01 00:20:10+00:00,919.17,934.9,31.86,31.03,-0.9383000000000004,-0.7810000000000002,
1,_result,1,2025-12-12 09:04:46.813591+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.13,1,,70B3D57ED006A005,770,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a018010100140a04b0019d01670d0c720024850c1f0175380ff300260b0fcf03de2d0cb30094d10b4703d7d50b6a00f98b0971,0,a0,20,1,-105.0,10,6.0,12,2025-12-12 09:04:36.253000+00:00,2024,,,,2024-01-01 00:20:13+00:00,955.44,973.9,40.83,40.47,-0.5755999999999994,-0.39100000000000024,0.13
2,_result,1,2025-12-12 09:04:46.813591+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.13,1,,70B3D57ED006A005,770,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a018010100140a04b0019d01670d0c720024850c1f0175380ff300260b0fcf03de2d0cb30094d10b4703d7d50b6a00f98b0971,0,a0,20,1,-105.0,10,6.0,12,2025-12-12 09:04:36.253000+00:00,2024,,,,2024-01-01 00:20:16+00:00,2534.85,3809.7,32.51,28.87,15.218499999999999,27.967,9.452666666666667
3,_result,1,2025-12-12 09:04:46.813591+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.13,1,,70B3D57ED006A005,770,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a018010100140a04b0019d01670d0c720024850c1f0175380ff300260b0fcf03de2d0cb30094d10b4703d7d50b6a00f98b0971,0,a0,20,1,-105.0,10,6.0,12,2025-12-12 09:04:36.253000+00:00,2024,,,,2024-01-01 00:20:19+00:00,2518.61,6388.3,29.22,24.17,15.0561,53.753,8.595333333333334
4,_result,1,2025-12-12 09:05:07.327939+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,771,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a018010101280a04b0019c03d76b0b5500fe8e095903d7850b5a0100f4095703d7780b58010039095803d7890b5b01006b095c,1,a0,40,1,-95.0,10,-12.0,12,2025-12-12 09:04:56.243000+00:00,2024,,,,2024-01-01 01:40:10+00:00,2517.55,6516.6,29.01,23.93,15.045500000000002,55.036,0.4276666666666671
5,_result,1,2025-12-12 09:05:07.327939+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,771,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a018010101280a04b0019c03d76b0b5500fe8e095903d7850b5a0100f4095703d7780b58010039095803d7890b5b01006b095c,1,a0,40,1,-95.0,10,-12.0,12,2025-12-12 09:04:56.243000+00:00,2024,,,,2024-01-01 01:40:13+00:00,2517.81,6578.0,29.06,23.91,15.0481,55.65,0.20466666666666575
6,_result,1,2025-12-12 09:05:07.327939+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,771,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a018010101280a04b0019c03d76b0b5500fe8e095903d7850b5a0100f4095703d7780b58010039095803d7890b5b01006b095c,1,a0,40,1,-95.0,10,-12.0,12,2025-12-12 09:04:56.243000+00:00,2024,,,,2024-01-01 01:40:16+00:00,2517.68,6559.3,29.04,23.92,15.046799999999998,55.463,-0.06233333333333254
7,_result,1,2025-12-12 09:05:07.327939+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,771,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a018010101280a04b0019c03d76b0b5500fe8e095903d7850b5a0100f4095703d7780b58010039095803d7890b5b01006b095c,1,a0,40,1,-95.0,10,-12.0,12,2025-12-12 09:04:56.243000+00:00,2024,,,,2024-01-01 01:40:19+00:00,2517.85,6564.3,29.07,23.96,15.048499999999999,55.513000000000005,0.01666666666666809
8,_result,1,2025-12-12 09:05:17.869806+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,772,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010103000a04b0019c03d7b00b63010040096603d80b0b75010045097903d7e90b6e00fffa097103d76a0b5500ff9f095a,3,a0,0,1,-102.0,10,0.0,12,2025-12-12 09:05:16.243000+00:00,2024,,,,2024-01-01 03:00:10+00:00,2518.24,6560.0,29.15,24.06,15.052399999999999,55.47,-0.014333333333335455
9,_result,1,2025-12-12 09:05:17.869806+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,772,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010103000a04b0019c03d7b00b63010040096603d80b0b75010045097903d7e90b6e00fffa097103d76a0b5500ff9f095a,3,a0,0,1,-102.0,10,0.0,12,2025-12-12 09:05:16.243000+00:00,2024,,,,2024-01-01 03:00:13+00:00,2519.15,6560.5,29.33,24.25,15.0615,55.475,0.0016666666666675194
10,_result,1,2025-12-12 09:05:17.869806+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,772,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010103000a04b0019c03d7b00b63010040096603d80b0b75010045097903d7e90b6e00fffa097103d76a0b5500ff9f095a,3,a0,0,1,-102.0,10,0.0,12,2025-12-12 09:05:16.243000+00:00,2024,,,,2024-01-01 03:00:16+00:00,2518.81,6553.0,29.26,24.17,15.0581,55.4,-0.02500000000000095
11,_result,1,2025-12-12 09:05:17.869806+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,772,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010103000a04b0019c03d7b00b63010040096603d80b0b75010045097903d7e90b6e00fffa097103d76a0b5500ff9f095a,3,a0,0,1,-102.0,10,0.0,12,2025-12-12 09:05:16.243000+00:00,2024,,,,2024-01-01 03:00:19+00:00,2517.54,6543.9,29.01,23.94,15.045399999999999,55.309,-0.030333333333333694
12,_result,1,2025-12-12 09:05:38.339835+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,773,32,1200,,{'orange-gateway': 'no data'},1,,orange-gateway,0.0,0.0,a018010104140a04b0019c03d73f0b4c00ffab095203d7370b4a00ff74095203d7390b4b00ffe2095203d72f0b4900ff470952,4,a0,20,1,-99.0,10,-7.0,12,2025-12-12 09:05:36.243000+00:00,2024,,,,2024-01-01 04:20:10+00:00,2517.11,6545.1,28.92,23.86,15.041100000000002,55.321000000000005,0.00400000000000252
13,_result,1,2025-12-12 09:05:38.339835+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,773,32,1200,,{'orange-gateway': 'no data'},1,,orange-gateway,0.0,0.0,a018010104140a04b0019c03d73f0b4c00ffab095203d7370b4a00ff74095203d7390b4b00ffe2095203d72f0b4900ff470952,4,a0,20,1,-99.0,10,-7.0,12,2025-12-12 09:05:36.243000+00:00,2024,,,,2024-01-01 04:20:13+00:00,2517.03,6539.6,28.9,23.86,15.040300000000002,55.266000000000005,-0.01833333333333324
14,_result,1,2025-12-12 09:05:38.339835+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,773,32,1200,,{'orange-gateway': 'no data'},1,,orange-gateway,0.0,0.0,a018010104140a04b0019c03d73f0b4c00ffab095203d7370b4a00ff74095203d7390b4b00ffe2095203d72f0b4900ff470952,4,a0,20,1,-99.0,10,-7.0,12,2025-12-12 09:05:36.243000+00:00,2024,,,,2024-01-01 04:20:16+00:00,2517.05,6550.6,28.91,23.86,15.040500000000002,55.376000000000005,0.03666666666666648
15,_result,1,2025-12-12 09:05:38.339835+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,773,32,1200,,{'orange-gateway': 'no data'},1,,orange-gateway,0.0,0.0,a018010104140a04b0019c03d73f0b4c00ffab095203d7370b4a00ff74095203d7390b4b00ffe2095203d72f0b4900ff470952,4,a0,20,1,-99.0,10,-7.0,12,2025-12-12 09:05:36.243000+00:00,2024,,,,2024-01-01 04:20:19+00:00,2516.95,6535.1,28.89,23.86,15.039499999999999,55.221000000000004,-0.05166666666666705
16,_result,1,2025-12-12 09:05:59.034895+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,774,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010105280a04b0019c03d7500b4f00ff23095b03d7490b4e00ff24095903d73e0b4c00ffae095503d7360b4a00ff890956,5,a0,40,1,-104.0,10,7.0,12,2025-12-12 09:05:56.243000+00:00,2024,,,,2024-01-01 05:40:10+00:00,2517.28,6531.5,28.95,23.95,15.042800000000002,55.185,-0.012000000000000455
17,_result,1,2025-12-12 09:05:59.034895+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,774,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010105280a04b0019c03d7500b4f00ff23095b03d7490b4e00ff24095903d73e0b4c00ffae095503d7360b4a00ff890956,5,a0,40,1,-104.0,10,7.0,12,2025-12-12 09:05:56.243000+00:00,2024,,,,2024-01-01 05:40:13+00:00,2517.21,6531.6,28.94,23.93,15.0421,55.18600000000001,0.00033333333333492493
18,_result,1,2025-12-12 09:05:59.034895+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,774,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010105280a04b0019c03d7500b4f00ff23095b03d7490b4e00ff24095903d73e0b4c00ffae095503d7360b4a00ff890956,5,a0,40,1,-104.0,10,7.0,12,2025-12-12 09:05:56.243000+00:00,2024,,,,2024-01-01 05:40:16+00:00,2517.1,6545.4,28.92,23.89,15.040999999999999,55.324,0.04599999999999701
19,_result,1,2025-12-12 09:05:59.034895+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,774,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010105280a04b0019c03d7500b4f00ff23095b03d7490b4e00ff24095903d73e0b4c00ffae095503d7360b4a00ff890956,5,a0,40,1,-104.0,10,7.0,12,2025-12-12 09:05:56.243000+00:00,2024,,,,2024-01-01 05:40:19+00:00,2517.02,6541.7,28.9,23.9,15.0402,55.287,-0.01233333333333301
20,_result,1,2025-12-12 09:06:19.729659+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,775,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010107000a04b0019c03d7520b5000ffc6095c03d7490b4e010018095a03d7570b5101005a095703d6810b260100120930,7,a0,0,1,-99.0,10,-1.0,12,2025-12-12 09:06:16.253000+00:00,2024,,,,2024-01-01 07:00:10+00:00,2517.3,6547.8,28.96,23.96,15.043000000000001,55.348,0.020333333333333314
21,_result,1,2025-12-12 09:06:19.729659+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,775,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010107000a04b0019c03d7520b5000ffc6095c03d7490b4e010018095a03d7570b5101005a095703d6810b260100120930,7,a0,0,1,-99.0,10,-1.0,12,2025-12-12 09:06:16.253000+00:00,2024,,,,2024-01-01 07:00:13+00:00,2517.21,6556.0,28.94,23.94,15.0421,55.43,0.02733333333333358
22,_result,1,2025-12-12 09:06:19.729659+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,775,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010107000a04b0019c03d7520b5000ffc6095c03d7490b4e010018095a03d7570b5101005a095703d6810b260100120930,7,a0,0,1,-99.0,10,-1.0,12,2025-12-12 09:06:16.253000+00:00,2024,,,,2024-01-01 07:00:16+00:00,2517.35,6562.6,28.97,23.91,15.0435,55.496,0.022000000000000835
23,_result,1,2025-12-12 09:06:19.729659+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,775,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010107000a04b0019c03d7520b5000ffc6095c03d7490b4e010018095a03d7570b5101005a095703d6810b260100120930,7,a0,0,1,-99.0,10,-1.0,12,2025-12-12 09:06:16.253000+00:00,2024,,,,2024-01-01 07:00:19+00:00,2515.21,6555.4,28.54,23.52,15.0221,55.424,-0.02400000000000091
24,_result,1,2025-12-12 09:06:40.229370+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,776,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010108140a04b0019c03d6940b2901004c093503d6780b24010000092f03d6540b1c01008e092603d63b0b170100310923,8,a0,20,1,-98.0,10,-3.0,12,2025-12-12 09:06:36.243000+00:00,2024,,,,2024-01-01 08:20:10+00:00,2515.4,6561.2,28.57,23.57,15.024000000000001,55.482,0.019333333333333275
25,_result,1,2025-12-12 09:06:40.229370+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,776,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010108140a04b0019c03d6940b2901004c093503d6780b24010000092f03d6540b1c01008e092603d63b0b170100310923,8,a0,20,1,-98.0,10,-3.0,12,2025-12-12 09:06:36.243000+00:00,2024,,,,2024-01-01 08:20:13+00:00,2515.12,6553.6,28.52,23.51,15.021199999999999,55.406000000000006,-0.025333333333331137
26,_result,1,2025-12-12 09:06:40.229370+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,776,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010108140a04b0019c03d6940b2901004c093503d6780b24010000092f03d6540b1c01008e092603d63b0b170100310923,8,a0,20,1,-98.0,10,-3.0,12,2025-12-12 09:06:36.243000+00:00,2024,,,,2024-01-01 08:20:16+00:00,2514.76,6567.8,28.44,23.42,15.017600000000002,55.548,0.04733333333333197
27,_result,1,2025-12-12 09:06:40.229370+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,776,32,1200,,{'orange-gateway': 'no data'},3,,orange-gateway,0.0,0.0,a018010108140a04b0019c03d6940b2901004c093503d6780b24010000092f03d6540b1c01008e092603d63b0b170100310923,8,a0,20,1,-98.0,10,-3.0,12,2025-12-12 09:06:36.243000+00:00,2024,,,,2024-01-01 08:20:19+00:00,2514.51,6558.5,28.39,23.39,15.015100000000002,55.455,-0.031000000000001176
28,_result,1,2025-12-12 09:07:00.930006+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,777,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a018010109280a04b0019c03d6170b1000fe52092103d2f00a6d00bfc7093703d2e50a6b00a6f5097d03d23d0a49008a1709a2,9,a0,40,1,-104.0,10,7.0,12,2025-12-12 09:06:56.243000+00:00,2024,,,,2024-01-01 09:40:10+00:00,2514.15,6510.6,28.32,23.37,15.011500000000002,54.976000000000006,-0.15966666666666404
29,_result,1,2025-12-12 09:07:00.930006+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,777,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a018010109280a04b0019c03d6170b1000fe52092103d2f00a6d00bfc7093703d2e50a6b00a6f5097d03d23d0a49008a1709a2,9,a0,40,1,-104.0,10,7.0,12,2025-12-12 09:06:56.243000+00:00,2024,,,,2024-01-01 09:40:13+00:00,2506.08,4909.5,26.69,23.59,14.9308,38.965,-5.337000000000001
30,_result,1,2025-12-12 09:07:00.930006+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,777,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a018010109280a04b0019c03d6170b1000fe52092103d2f00a6d00bfc7093703d2e50a6b00a6f5097d03d23d0a49008a1709a2,9,a0,40,1,-104.0,10,7.0,12,2025-12-12 09:06:56.243000+00:00,2024,,,,2024-01-01 09:40:16+00:00,2505.97,4274.1,26.67,24.29,14.929699999999999,32.611000000000004,-2.118
31,_result,1,2025-12-12 09:07:00.930006+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,777,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a018010109280a04b0019c03d6170b1000fe52092103d2f00a6d00bfc7093703d2e50a6b00a6f5097d03d23d0a49008a1709a2,9,a0,40,1,-104.0,10,7.0,12,2025-12-12 09:06:56.243000+00:00,2024,,,,2024-01-01 09:40:19+00:00,2504.29,3535.1,26.33,24.66,14.9129,25.221,-2.4633333333333347
32,_result,1,2025-12-12 09:07:21.617881+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,778,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a01801010b000a04b0019c03d2940a5a00845b09c203d3b50a9500908909df03d3a90a9200984309c403d2740a54008ea809a2,11,a0,0,1,-106.0,10,6.0,12,2025-12-12 09:07:16.243000+00:00,2024,,,,2024-01-01 11:00:10+00:00,2505.16,3388.3,26.5,24.98,14.921599999999998,23.753,-0.48933333333333334
33,_result,1,2025-12-12 09:07:21.617881+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,778,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a01801010b000a04b0019c03d2940a5a00845b09c203d3b50a9500908909df03d3a90a9200984309c403d2740a54008ea809a2,11,a0,0,1,-106.0,10,6.0,12,2025-12-12 09:07:16.243000+00:00,2024,,,,2024-01-01 11:00:13+00:00,2508.05,3700.1,27.09,25.27,14.950500000000002,26.871,1.0393333333333328
34,_result,1,2025-12-12 09:07:21.617881+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,778,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a01801010b000a04b0019c03d2940a5a00845b09c203d3b50a9500908909df03d3a90a9200984309c403d2740a54008ea809a2,11,a0,0,1,-106.0,10,6.0,12,2025-12-12 09:07:16.243000+00:00,2024,,,,2024-01-01 11:00:16+00:00,2507.93,3897.9,27.06,25.0,14.9493,28.849,0.6593333333333339
35,_result,1,2025-12-12 09:07:21.617881+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,778,32,1200,,{'orange-gateway': 'no data'},2,,orange-gateway,0.0,0.0,a01801010b000a04b0019c03d2940a5a00845b09c203d3b50a9500908909df03d3a90a9200984309c403d2740a54008ea809a2,11,a0,0,1,-106.0,10,6.0,12,2025-12-12 09:07:16.243000+00:00,2024,,,,2024-01-01 11:00:19+00:00,2504.84,3652.0,26.44,24.66,14.918400000000002,26.39,-0.8196666666666665
36,_result,1,2025-12-12 09:07:42.098121+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,779,32,1200,,{'orange-gateway': 'no data'},1,,orange-gateway,0.0,0.0,a01801010c140a04b0019c03d35a0a8200874a09e503d3df0a9d008cee09ef03d3a50a91008c0209e603d4930ac2009e6f09e8,12,a0,20,1,-117.0,10,-1.25,12,2025-12-12 09:07:36.770000+00:00,2024,,,,2024-01-01 12:20:10+00:00,2507.14,3463.4,26.9,25.33,14.941399999999998,24.504,-0.6286666666666664
37,_result,1,2025-12-12 09:07:42.098121+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,779,32,1200,,{'orange-gateway': 'no data'},1,,orange-gateway,0.0,0.0,a01801010c140a04b0019c03d35a0a8200874a09e503d3df0a9d008cee09ef03d3a50a91008c0209e603d4930ac2009e6f09e8,12,a0,20,1,-117.0,10,-1.25,12,2025-12-12 09:07:36.770000+00:00,2024,,,,2024-01-01 12:20:13+00:00,2508.47,3607.8,27.17,25.43,14.954699999999997,25.948,0.481333333333333
38,_result,1,2025-12-12 09:07:42.098121+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,779,32,1200,,{'orange-gateway': 'no data'},1,,orange-gateway,0.0,0.0,a01801010c140a04b0019c03d35a0a8200874a09e503d3df0a9d008cee09ef03d3a50a91008c0209e603d4930ac2009e6f09e8,12,a0,20,1,-117.0,10,-1.25,12,2025-12-12 09:07:36.770000+00:00,2024,,,,2024-01-01 12:20:16+00:00,2507.89,3584.2,27.05,25.34,14.948899999999998,25.712,-0.07866666666666688
39,_result,1,2025-12-12 09:07:42.098121+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,779,32,1200,,{'orange-gateway': 'no data'},1,,orange-gateway,0.0,0.0,a01801010c140a04b0019c03d35a0a8200874a09e503d3df0a9d008cee09ef03d3a50a91008c0209e603d4930ac2009e6f09e8,12,a0,20,1,-117.0,10,-1.25,12,2025-12-12 09:07:36.770000+00:00,2024,,,,2024-01-01 12:20:19+00:00,2510.27,4055.9,27.54,25.36,14.9727,30.429000000000002,1.572333333333334
40,_result,1,2025-12-12 09:08:02.744440+00:00,2025-12-01 01:00:00+00:00,2026-01-29 23:00:00+00:00,pres-temp-meas,loraship-fifo,70B3D57ED006A005,70B3D57ED006A005,/Loraship,4.12,1,,70B3D57ED006A005,780,32,1200,,{'orange-gateway': 'no data'},1,,orange-gateway,0.0,0.0,a01801010d280a04b0019c03d4830abe009eab09e403d4730abb009e7e09e203d43c0ab0009ab009e103d4400ab1009a9f09e2,13,a0,40,1,-104.0,10,0.0,12,2025-12-12 09:07:56.253000+00:00,2024,,,,2024-01-01 13:40:10+00:00,2510.11,4061.9,27.5,25.32,14.971100000000002,30.489,0.019999999999999574
