index,salt-9gpl-freq-1khz,salt-13gpl-freq-1khz,salt-17gpl-freq-1khz,salt-21gpl-freq-1khz,salt-24gpl-freq-1khz,salt-28gpl-freq-1khz,salt-32gpl-freq-1khz,salt-36gpl-freq-1khz,salt-40gpl-freq-1khz
686,415,448,448,451,455,455,455,455,463
687,512,512,512,512,512,512,515,512,512
688,572,572,572,561,563,561,568,560,560
689,624,608,608,575,575,575,575,575,575
690,639,632,624,609,608,608,608,608,608
691,563,543,543,543,543,543,543,543,543
692,391,399,415,448,448,448,448,448,448
693,384,384,391,399,412,414,415,415,415
694,512,512,512,512,512,512,512,512,512
695,632,632,624,575,575,608,608,608,608
696,768,768,716,704,671,704,704,671,671
697,768,768,704,704,704,671,671,639,639
698,639,624,611,611,608,608,608,575,575
699,480,463,480,483,487,480,480,480,480
700,384,384,387,399,415,412,399,415,415
701,384,384,391,399,412,414,415,415,415
702,512,512,512,512,512,512,512,512,512
703,575,575,575,575,575,575,575,575,575
704,639,639,639,632,632,625,632,624,624
705,671,639,639,639,636,632,634,632,627
706,563,543,543,543,543,511,511,511,511
707,399,399,415,448,448,448,448,448,448
708,384,384,391,399,399,399,399,414,415
709,384,399,415,415,448,448,448,448,448
710,463,512,512,512,483,512,512,512,512
711,543,543,543,543,543,543,543,543,543
712,624,608,608,575,575,575,575,575,575
713,639,639,639,633,625,624,632,624,624
714,575,575,575,575,575,572,572,569,568
715,451,463,463,463,480,480,480,480,480
716,384,399,415,415,448,448,448,448,448
717,384,391,399,412,415,415,415,415,415
718,415,448,448,449,451,455,455,455,455
719,542,542,543,543,536,543,543,543,543
720,632,624,609,608,608,608,608,575,608
721,575,575,575,575,575,574,575,574,575
722,448,449,449,455,462,455,463,463,463
723,255,319,352,384,384,384,384,384,384
724,255,319,384,384,384,384,384,384,384
725,512,512,512,512,512,512,512,512,512
726,671,639,639,639,639,639,639,634,632
727,792,768,768,768,716,712,712,704,704
728,768,704,639,639,639,639,639,639,639
729,511,511,511,511,511,511,511,511,511
730,384,387,391,399,412,412,415,415,415
731,319,384,384,387,391,399,399,399,399
732,448,448,455,455,463,463,463,455,463
733,575,575,574,572,572,569,572,543,560
734,639,639,632,625,624,624,624,608,611
735,639,639,624,612,624,609,612,608,608
736,608,608,575,575,575,575,575,575,575
737,481,483,483,483,496,487,496,497,497
738,384,384,399,399,414,414,415,448,415
739,384,391,415,415,415,415,448,448,448
740,448,448,455,455,463,462,463,463,463
741,512,512,515,519,519,515,519,513,515
742,543,543,543,543,543,543,543,543,543
743,575,575,575,575,575,575,575,574,572
744,575,575,575,575,575,572,575,574,568
745,574,563,560,560,560,543,543,543,543
746,568,560,543,543,543,543,543,543,543
747,511,511,519,519,524,511,511,524,527
748,412,415,448,448,448,448,448,451,455
749,255,319,384,384,384,384,384,387,391
750,384,384,399,399,415,415,415,415,415
751,512,512,519,519,519,519,524,513,512
752,624,608,608,608,608,575,575,575,575
753,560,543,543,543,543,543,543,543,543
754,415,448,448,448,448,448,448,455,462
755,384,391,399,414,415,415,415,448,448
756,451,463,480,480,480,512,512,480,480
757,512,512,512,512,512,511,513,512,512
758,505,504,511,513,515,512,515,511,512
759,480,480,496,496,496,496,496,496,496
760,512,512,512,512,512,512,512,512,512
761,575,575,575,569,575,574,574,568,568
762,608,575,575,575,575,575,575,575,575
763,511,511,511,511,511,511,511,511,511
764,455,463,480,480,480,480,480,481,483
765,385,399,415,448,448,448,448,448,448
766,384,399,415,448,448,448,448,448,448
767,512,512,512,512,512,512,512,512,512
768,575,575,575,568,572,568,568,563,560
769,575,575,575,572,569,572,568,568,568
770,455,462,480,480,480,481,480,480,483
771,316,352,384,384,384,387,385,391,391
772,319,384,384,391,391,399,399,399,412
773,512,512,512,512,512,512,513,512,512
774,575,575,575,572,569,568,569,563,561
775,568,543,543,543,543,543,543,543,543
776,511,511,511,511,511,511,511,511,511
777,480,483,496,496,496,497,496,496,497
778,399,415,448,448,448,451,448,451,455
779,384,384,399,414,415,415,415,448,448
780,448,448,451,451,455,455,463,462,455
781,543,543,542,527,540,527,540,527,527
782,575,575,575,568,572,568,568,568,563
783,486,496,496,504,496,504,496,497,504
784,384,384,391,399,399,415,414,415,415
785,384,384,391,399,399,415,415,415,415
786,512,512,512,512,512,512,512,512,512
787,543,543,543,543,543,542,543,543,543
788,537,537,536,527,527,527,536,527,527
789,480,480,480,480,481,496,483,481,483
790,463,480,480,480,481,487,483,481,483
791,519,518,519,519,524,519,519,519,519
792,543,543,543,543,543,543,543,543,543
793,624,608,608,575,575,575,575,575,575
794,639,633,624,614,624,608,608,608,608
795,639,624,609,608,608,575,575,608,575
796,511,511,511,511,511,540,527,511,527
797,448,462,455,480,463,480,480,480,480
798,391,415,448,448,448,448,448,448,448
799,391,414,448,448,448,448,448,448,448
800,524,512,524,519,527,515,526,527,519
801,768,671,671,639,639,639,639,639,639
802,768,768,704,639,639,639,639,639,639
803,575,575,575,575,568,574,569,568,568
804,384,399,399,415,415,448,415,415,415
805,231,255,255,319,319,319,319,319,319
806,384,384,399,399,415,415,415,415,415
807,625,575,608,575,575,575,575,575,575
808,831,780,768,768,768,768,768,768,768
809,799,768,768,768,712,768,712,704,704
810,608,575,575,575,572,575,572,572,572
811,352,387,384,414,399,415,399,399,415
812,255,255,319,352,352,384,352,384,384
813,352,384,387,391,399,399,399,412,414
814,543,527,543,527,543,527,543,542,540
815,704,639,639,632,636,624,638,632,624
816,704,639,639,639,639,639,639,639,638
817,639,632,624,611,608,608,608,575,608
818,480,496,480,497,487,504,487,487,496
819,319,384,384,391,387,399,391,391,399
820,255,319,352,384,384,384,384,384,384
821,384,391,415,415,415,415,448,448,448
822,575,572,575,560,574,543,568,568,568
823,780,768,768,704,704,704,704,704,671
824,829,783,768,768,768,768,768,768,768
825,639,639,632,636,624,632,624,624,624
826,448,463,451,480,463,480,480,480,480
827,255,318,319,384,384,384,384,384,384
828,255,319,384,384,384,384,384,384,384
829,448,449,480,463,512,480,512,512,512
830,638,609,624,575,608,608,575,575,575
831,712,671,639,639,639,639,639,639,636
832,639,639,632,624,624,624,624,611,608
833,575,575,561,572,560,563,568,560,560
834,448,448,448,463,455,455,480,480,480
835,319,384,384,387,387,387,399,399,399
836,319,384,384,384,385,385,387,391,399
837,451,455,512,463,512,512,480,512,512
838,608,575,575,575,575,575,575,572,568
839,704,671,639,639,639,639,639,633,632
840,768,704,639,639,639,639,639,639,639
841,511,511,543,561,543,511,543,543,543
842,384,384,391,415,399,415,415,448,415
843,255,319,352,384,384,384,384,384,384
844,384,391,414,415,415,448,415,448,448
845,448,455,480,463,480,480,480,480,480
846,512,512,512,512,512,512,512,512,512
847,543,543,543,543,543,543,543,542,543
848,543,543,543,543,543,543,543,543,543
849,511,511,511,511,511,511,511,511,511
850,512,512,512,515,512,512,512,515,513
851,512,513,511,515,515,518,513,515,513
852,448,455,463,463,480,480,480,480,480
853,319,384,384,384,387,399,391,399,399
854,384,387,412,415,415,415,415,448,448
855,560,543,543,543,543,540,543,540,540
856,768,768,704,704,671,639,639,639,639
857,798,768,768,768,704,704,704,704,704
858,639,639,632,624,608,624,608,611,608
859,415,448,455,448,451,480,455,480,463
860,255,319,384,384,384,384,384,384,385
861,316,352,384,384,384,385,387,387,391
862,512,512,512,512,512,512,512,512,512
863,639,624,575,608,575,575,575,575,575
864,704,639,639,639,639,639,636,632,626
865,671,639,639,637,632,632,624,624,624
866,511,511,511,511,511,511,511,511,511
867,352,384,399,399,399,399,415,415,448
868,255,255,352,384,384,384,384,384,384
869,384,399,414,415,448,448,448,448,448
870,563,543,542,543,543,543,543,540,540
871,705,639,639,639,639,639,638,632,632
872,768,768,704,671,639,671,639,639,639
873,608,575,575,575,575,575,574,575,575
874,384,399,415,448,448,448,448,448,448
875,255,319,352,384,384,384,384,384,384
876,352,384,387,391,399,399,415,414,414
877,448,448,448,448,455,455,455,451,455
878,483,483,483,512,512,512,512,512,512
879,560,543,543,543,543,543,543,540,543
880,608,575,575,575,574,575,575,572,572
881,543,543,543,543,543,543,543,543,543
882,448,448,451,455,455,451,455,480,480
883,255,319,352,384,384,384,384,384,384
884,255,255,319,319,352,352,384,384,384
885,384,384,399,399,415,415,448,415,415
886,608,575,575,572,568,574,575,568,561
887,820,768,768,768,768,768,713,704,704
888,780,768,716,704,704,704,704,704,671
889,511,511,511,511,511,511,511,511,511
890,319,384,384,384,391,391,391,391,399
891,199,255,255,255,255,255,319,319,319
892,255,255,319,352,384,384,384,384,384
893,512,512,512,512,512,512,512,512,512
894,704,639,639,636,624,632,639,625,624
895,639,639,632,624,624,624,624,609,608
896,481,481,496,497,504,504,496,504,504
897,384,384,391,412,415,415,415,415,448
898,384,387,399,412,415,415,415,415,415
899,448,448,449,451,455,455,463,463,455
900,480,480,480,480,480,481,496,483,480
901,448,451,480,480,480,480,480,480,480
902,384,384,399,415,415,415,415,415,448
903,319,384,384,387,391,391,399,399,399
904,455,463,463,512,512,512,512,512,512
905,636,624,575,575,575,575,575,575,575
906,671,639,632,624,624,624,624,624,624
907,511,511,511,511,511,511,511,511,511
908,319,352,384,385,391,391,385,391,391
909,192,227,255,255,255,255,255,255,318
910,255,319,384,384,384,384,384,384,385
911,568,560,543,543,542,543,543,543,543
912,768,704,639,639,639,639,639,639,639
913,639,636,624,608,608,608,608,608,608
914,448,448,455,451,455,451,455,455,463
915,224,252,255,255,255,255,316,319,319
916,159,224,255,255,255,255,255,255,255
917,352,384,384,391,399,399,399,412,399
918,639,625,575,615,609,608,608,608,575
919,831,796,768,768,768,768,768,768,768
920,816,776,768,768,768,768,768,704,704
921,639,624,624,575,575,575,575,575,575
922,384,387,415,399,399,415,414,415,448
923,192,240,255,255,255,255,255,255,255
924,195,241,255,255,255,255,255,319,319
925,415,448,448,448,451,455,512,455,448
926,639,636,611,624,624,624,624,609,575
927,792,768,768,708,712,705,704,704,704
928,768,768,704,704,704,704,704,671,639
929,511,511,511,511,511,511,511,511,511
930,255,319,384,384,384,384,384,384,387
931,227,255,255,319,319,319,319,319,352
932,255,319,384,384,384,384,384,384,384
933,415,448,448,448,455,455,463,455,451
934,575,575,572,575,575,575,575,568,568
935,780,768,712,704,704,704,704,671,639
936,768,768,704,704,704,671,671,639,639
937,568,511,511,511,511,511,511,543,543
938,384,387,399,399,399,399,412,448,448
939,227,255,255,255,319,319,319,319,352
940,252,255,255,319,319,319,352,384,384
941,448,512,512,512,512,512,512,512,512
942,608,575,575,575,575,575,575,574,575
943,639,636,624,609,608,624,608,575,575
944,611,608,575,575,575,575,575,575,575
945,511,511,511,511,511,511,511,511,511
946,387,399,448,415,415,448,448,448,448
947,255,255,319,352,352,352,384,384,384
948,255,255,319,319,319,352,352,384,384
949,384,385,399,412,415,415,415,415,415
950,575,575,561,568,569,575,569,543,543
951,768,768,671,671,671,671,639,639,639
952,768,768,704,704,671,704,671,671,639
953,639,639,632,624,611,611,608,611,609
954,448,448,463,451,455,451,455,480,480
955,241,255,255,319,319,319,319,352,352
956,252,255,319,319,319,319,352,352,384
957,384,385,399,412,415,415,415,415,415
958,519,527,515,524,519,527,526,519,518
959,639,639,624,624,614,624,611,608,608
960,671,639,639,632,624,632,624,624,624
961,511,511,511,511,511,511,511,511,511
962,319,352,384,384,387,384,387,399,391
963,195,227,255,255,255,255,255,255,319
964,255,319,352,384,384,384,384,384,384
965,527,540,527,527,519,537,527,519,527
966,639,639,624,612,608,624,608,575,608
967,608,575,575,575,575,575,575,575,572
968,508,504,510,504,511,510,508,511,504
969,415,448,448,448,451,448,455,455,451
970,384,385,399,414,415,415,415,448,448
971,384,384,387,391,399,399,399,412,415
972,384,384,391,399,399,399,412,412,415
973,352,384,384,387,391,399,399,399,414
974,384,391,412,415,415,448,448,415,448
975,526,519,524,519,515,527,524,519,515
976,639,639,633,625,614,624,624,624,608
977,639,639,625,624,609,610,609,608,608
978,487,487,496,496,504,496,496,496,504
979,255,319,352,384,384,384,384,384,384
980,159,199,252,255,255,255,255,255,255
981,224,255,255,255,255,319,319,319,319
982,448,512,512,512,512,512,512,512,512
983,712,704,639,639,636,639,639,639,632
984,896,831,792,777,768,768,768,768,768
985,768,768,704,704,671,639,639,639,639
986,448,455,463,463,480,463,463,480,483
987,224,255,255,255,319,319,319,319,384
988,127,199,248,255,255,255,255,255,255
989,255,318,352,384,384,384,384,384,384
990,543,543,543,543,527,543,543,527,527
991,704,671,639,639,632,638,639,624,624
992,639,639,626,624,624,624,624,608,608
993,560,543,543,511,511,511,511,511,543
994,448,448,451,451,480,455,455,480,480
995,255,319,384,384,384,384,384,387,387
996,255,255,319,319,384,352,384,384,384
997,384,391,414,415,415,448,448,448,448
998,524,515,513,519,512,519,524,512,515
999,608,575,575,575,568,575,575,568,572
1000,639,612,608,575,575,575,575,575,575
1001,575,572,561,560,560,543,543,543,543
1002,415,448,448,448,448,448,448,455,448
1003,255,255,319,384,352,352,384,384,384
1004,255,319,384,384,384,384,384,384,384
1005,455,455,463,463,512,512,512,512,512
1006,575,568,560,543,561,562,560,543,543
1007,572,543,543,543,543,543,543,543,543
1008,448,448,451,455,455,455,455,463,463
1009,255,319,384,384,384,384,384,387,384
1010,224,255,255,255,318,319,319,319,319
1011,255,319,352,384,384,384,384,384,384
1012,524,515,519,512,519,519,526,512,515
1013,704,639,639,632,632,636,632,624,624
1014,704,639,639,638,632,636,632,624,624
1015,575,575,575,575,568,568,563,568,560
1016,399,448,448,448,448,448,448,451,448
1017,255,255,319,384,384,384,384,384,384
1018,316,319,384,384,384,384,385,387,391
1019,512,512,512,480,512,512,512,512,512
1020,536,524,527,515,519,526,527,515,519
1021,504,496,504,496,496,504,504,496,496
1022,480,480,481,483,481,483,483,483,487
1023,480,483,483,496,487,496,496,512,496
1024,463,480,480,483,480,483,481,496,483
1025,415,448,448,448,448,448,448,451,449
1026,319,384,384,384,384,384,387,387,387
1027,255,255,352,352,384,384,384,384,384
1028,415,415,448,448,448,448,448,448,448
1029,608,575,574,575,575,575,575,572,569
1030,639,624,608,608,575,608,575,575,575
1031,511,511,511,511,511,511,511,511,511
1032,399,448,448,448,448,448,448,448,448
1033,384,391,414,399,415,415,415,415,415
1034,384,399,415,414,415,415,448,448,448
1035,384,384,399,399,412,415,415,415,415
1036,384,384,391,399,399,415,415,415,415
1037,455,451,463,480,480,480,480,480,480
1038,575,568,563,563,560,560,561,560,543
1039,574,568,543,543,543,543,543,543,543
1040,463,480,480,480,480,480,480,480,480
1041,399,415,448,448,448,448,448,448,448
1042,415,448,448,448,448,448,448,448,448
1043,399,415,448,448,448,448,448,448,448
1044,399,414,448,448,448,448,448,448,448
1045,415,448,448,448,448,451,451,451,449
1046,512,512,512,512,513,515,515,513,512
1047,608,575,575,575,575,575,575,575,569
1048,608,575,575,575,572,572,574,572,568
1049,575,575,575,572,568,568,572,568,568
1050,575,568,543,543,543,543,543,543,543
1051,543,543,536,540,537,527,536,527,527
1052,496,496,496,496,496,499,496,497,497
1053,391,415,415,448,448,448,448,448,448
1054,415,448,448,448,448,451,451,455,455
1055,527,524,527,527,524,526,527,527,527
1056,639,626,624,608,608,608,608,608,608
1057,639,639,626,624,611,611,612,608,608
1058,511,511,511,511,511,511,511,511,511
1059,448,448,448,451,455,455,455,455,455
1060,448,455,462,463,480,480,480,480,480
1061,512,512,512,512,496,512,512,512,512
1062,575,575,575,568,568,568,569,568,568
1063,639,638,625,611,608,608,609,608,608
1064,575,575,575,574,568,569,568,563,568
1065,527,527,511,511,511,511,511,511,511
1066,496,496,496,504,504,497,499,497,504
1067,512,512,512,512,512,512,512,512,512
1068,504,504,504,504,504,508,505,504,504
1069,499,499,504,512,499,512,512,504,504
1070,480,480,483,483,481,487,496,487,483
1071,480,483,496,487,487,496,496,496,496
1072,496,496,499,496,497,497,512,499,499
1073,527,527,527,519,524,519,527,519,519
1074,536,527,527,527,527,527,527,526,527
1075,540,527,527,527,527,527,527,527,527
1076,511,510,511,511,511,511,511,511,511
1077,455,455,480,480,480,480,480,480,480
1078,448,455,463,480,480,480,480,480,480
1079,569,568,543,560,543,543,543,543,543
1080,704,671,639,639,639,638,639,636,636
1081,704,639,639,639,638,632,632,624,624
1082,608,575,575,575,575,575,572,568,570
1083,483,487,487,487,496,499,496,496,496
1084,384,387,399,412,415,415,415,415,415
1085,414,448,448,448,448,448,448,448,448
1086,540,536,527,527,527,527,527,527,527
1087,639,639,624,624,611,609,624,608,608
1088,639,632,624,611,608,608,608,608,575
1089,543,511,511,543,511,542,511,511,537
1090,415,448,448,448,448,449,448,451,449
1091,384,391,399,412,415,415,415,415,415
1092,415,448,448,448,448,448,448,448,448
1093,524,519,519,519,519,524,524,519,519
1094,608,575,575,575,572,575,575,572,569
1095,572,543,543,543,543,543,543,543,543
1096,543,543,540,540,540,540,540,527,537
1097,575,575,575,572,568,572,572,568,569
1098,568,561,543,543,543,543,543,543,543
1099,480,480,480,480,481,480,480,483,480
1100,384,384,387,399,399,399,399,415,399
1101,352,384,384,391,399,391,399,399,399
1102,448,448,451,455,455,463,463,463,480
1103,575,575,569,563,563,568,572,543,568
1104,639,639,624,624,624,624,624,608,608
1105,639,624,608,575,575,608,575,575,575
1106,572,560,543,543,543,543,543,543,543
1107,448,448,448,455,455,451,451,463,463
1108,255,255,319,384,384,384,384,384,384
1109,316,319,384,384,384,384,384,384,387
1110,515,512,512,512,512,515,518,512,512
1111,704,671,639,636,638,639,639,624,624
1112,768,768,704,671,671,639,639,639,639
1113,768,706,671,639,639,639,639,639,639
1114,639,634,611,624,608,608,575,608,575
1115,480,480,483,496,487,483,483,497,496
1116,387,399,415,448,448,448,448,448,448
1117,414,448,448,448,448,448,449,448,449
1118,480,480,480,480,480,480,486,480,480
1119,575,575,563,560,560,560,568,543,543
1120,671,639,632,626,624,624,624,608,608
1121,639,624,608,608,575,575,575,575,575
1122,575,574,561,568,560,543,543,543,543
1123,511,511,511,511,511,511,511,511,519
1124,497,504,504,512,504,505,508,512,510
1125,480,483,487,496,487,496,496,496,496
1126,448,448,448,451,451,455,462,455,455
1127,480,480,480,483,483,512,496,512,512
1128,575,568,543,543,543,543,543,543,543
1129,639,639,624,624,612,611,611,608,608
1130,639,624,608,608,575,575,575,575,575
1131,511,511,511,511,527,527,527,527,527
1132,414,415,448,448,448,448,448,451,451
1133,384,385,399,414,415,415,415,448,448
1134,415,448,448,448,448,448,448,448,451
1135,519,519,519,518,515,518,519,512,512
1136,639,626,608,608,575,575,608,575,575
1137,609,575,575,575,575,575,575,572,574
1138,480,483,483,483,487,496,496,487,496
1139,352,384,387,391,399,399,399,412,415
1140,384,384,391,391,409,399,399,415,415
1141,480,512,512,512,512,512,512,512,512
1142,575,568,543,543,543,543,543,543,543
1143,671,639,632,624,624,624,624,624,608
1144,704,639,639,639,632,638,638,632,624
1145,639,624,608,575,575,575,575,575,575
1146,496,504,505,504,505,504,504,504,510
1147,385,399,448,415,448,448,448,448,448
1148,352,384,387,391,399,399,399,399,399
1149,415,448,448,448,448,448,451,449,451
1150,527,526,519,518,515,519,519,519,515
1151,624,608,575,575,575,575,575,575,575
1152,639,639,624,624,608,611,611,611,608
1153,563,543,543,543,543,543,543,543,543
1154,399,415,448,448,448,448,448,448,448
1155,255,319,384,384,384,384,384,384,384
1156,384,384,391,399,399,399,399,399,415
1157,512,512,512,512,512,512,512,512,512
1158,639,632,608,608,608,608,608,575,575
1159,768,704,639,639,639,639,639,639,639
1160,608,575,575,575,575,574,574,575,572
1161,399,415,448,448,448,448,448,448,448
1162,255,255,319,319,319,352,352,384,352
1163,255,319,384,384,384,384,384,384,384
1164,519,519,519,519,519,515,519,513,519
1165,639,639,624,624,608,608,611,575,608
1166,639,624,608,575,575,575,575,575,575
1167,511,511,511,511,511,511,527,527,527
1168,385,391,415,415,415,448,448,448,448
1169,255,319,384,384,384,384,384,384,384
1170,387,399,415,415,448,448,448,448,448
1171,512,512,512,512,512,512,512,512,512
1172,513,515,511,511,510,513,515,511,513
1173,543,543,543,542,540,540,543,540,543
1174,611,608,575,575,575,575,575,575,575
1175,624,608,575,575,575,575,575,575,575
1176,575,568,560,543,543,543,543,543,543
1177,575,575,575,569,568,568,561,563,560
1178,624,608,575,575,575,575,575,575,575
1179,543,543,543,543,542,543,540,540,542
1180,511,511,511,510,510,511,510,510,511
1181,496,497,497,496,497,504,496,497,504
1182,463,480,480,480,480,480,481,483,483
1183,519,519,519,519,519,515,519,519,519
1184,575,575,575,572,568,568,568,568,568
1185,639,624,608,608,608,575,575,575,575
1186,575,575,574,572,568,568,568,568,560
1187,448,455,463,480,463,480,480,480,480
1188,412,415,448,448,448,448,448,448,448
1189,512,512,512,512,512,512,512,512,512
1190,574,563,543,543,543,543,543,543,543
1191,624,608,575,575,575,575,575,575,575
1192,639,639,632,624,624,611,609,608,609
1193,671,639,636,632,625,624,624,624,614
1194,624,608,575,575,575,575,575,575,575
1195,480,481,483,496,487,497,496,496,487
1196,384,384,399,415,415,448,448,448,415
1197,319,384,384,385,387,391,399,399,399
1198,415,448,448,448,451,449,451,451,455
1199,543,543,540,527,537,527,527,527,527
1200,639,634,608,575,608,575,575,575,575
1201,639,624,608,575,575,575,575,575,575
1202,572,560,543,543,543,543,543,543,543
1203,455,463,480,481,480,483,481,487,480
1204,415,448,448,448,449,455,451,455,455
1205,448,448,451,455,463,455,463,463,463
1206,455,463,480,480,480,480,480,480,480
1207,568,560,543,543,543,543,543,540,542
1208,639,639,624,608,608,575,608,575,608
1209,704,639,639,636,632,632,632,624,624
1210,608,575,575,575,575,575,575,575,572
1211,448,448,449,455,463,463,455,463,455
1212,384,384,399,415,415,415,415,448,415
1213,448,455,455,463,480,463,480,480,480
1214,575,575,572,568,568,568,572,560,568
1215,639,639,624,611,608,608,609,608,608
1216,624,608,575,575,575,575,575,575,575
1217,511,511,527,511,511,511,511,511,511
1218,391,412,448,448,448,448,448,448,448
1219,316,319,384,384,384,385,384,384,384
1220,384,391,412,415,415,415,448,415,448
1221,463,480,480,480,480,480,480,512,480
1222,542,537,527,527,527,527,527,527,527
1223,543,543,543,542,540,540,540,543,536
1224,543,543,543,543,543,543,542,543,540
1225,536,527,527,527,527,536,527,527,526
1226,519,519,519,519,519,519,519,519,519
1227,542,536,527,527,527,527,527,527,527
1228,524,519,519,519,519,511,519,519,519
1229,414,415,448,448,448,448,449,448,448
1230,255,319,384,384,384,384,384,384,384
1231,319,384,384,391,391,399,399,399,399
1232,448,449,455,463,463,480,463,480,480
1233,543,543,542,543,543,543,543,543,543
1234,639,632,611,608,608,611,575,608,608
1235,575,575,575,574,568,569,572,568,568
1236,463,480,480,480,480,480,483,480,480
1237,352,384,391,391,391,391,399,399,399
1238,384,384,399,399,414,412,415,415,415
1239,480,512,512,512,512,512,512,512,512
1240,608,575,575,575,575,575,572,575,575
1241,639,632,624,608,608,608,575,608,575
1242,608,575,575,575,575,575,575,575,572
1243,504,504,511,510,504,504,511,504,504
1244,384,391,415,448,415,415,448,415,448
1245,415,448,448,448,448,448,451,448,451
1246,543,543,527,527,540,527,536,540,540
1247,639,639,624,624,624,611,614,624,624
1248,704,671,639,639,639,639,638,639,636
1249,511,511,511,511,511,511,511,511,511
1250,352,384,391,399,399,399,399,399,399
1251,227,255,255,255,319,319,319,319,319
1252,319,352,384,384,384,384,391,387,387
1253,527,527,515,515,515,515,527,527,526
1254,712,704,639,639,639,639,639,639,639
1255,768,712,639,639,639,639,639,639,639
1256,612,608,575,575,575,575,575,575,575
1257,480,480,483,487,496,496,483,483,483
1258,384,384,412,415,415,415,415,415,415
1259,255,255,384,384,384,384,384,384,384
1260,255,255,319,352,384,384,384,384,384
1261,415,448,448,448,448,448,451,451,448
1262,543,543,527,536,527,527,536,542,527
1263,612,608,575,575,575,575,575,575,575
1264,632,624,575,575,575,575,575,575,575
1265,563,543,543,543,543,543,543,543,543
1266,415,448,448,448,455,449,449,448,455
1267,255,255,319,319,384,352,384,384,384
1268,227,255,255,255,255,316,319,319,319
1269,319,384,384,384,384,387,391,391,391
1270,560,568,543,543,540,543,543,543,537
1271,768,768,671,704,639,671,639,639,639
1272,780,768,768,712,704,704,688,704,704
1273,671,639,639,632,632,624,624,624,624
1274,448,448,455,448,463,451,455,451,480
1275,231,255,255,255,319,319,319,319,352
1276,192,225,255,255,255,255,255,255,312
1277,384,384,385,399,391,399,409,415,399
1278,632,625,575,608,575,575,575,608,575
1279,788,768,768,768,704,704,704,704,671
1280,639,639,632,624,624,608,608,609,608
1281,384,391,448,415,448,415,415,415,448
1282,227,255,255,255,319,319,319,319,319
1283,255,255,319,319,384,384,384,384,384
1284,391,414,415,448,448,448,448,448,448
1285,512,512,512,512,512,512,512,512,512
1286,575,575,568,575,569,568,563,575,568
1287,572,568,543,560,543,543,543,560,543
1288,487,487,497,496,504,496,496,496,496
1289,449,451,480,463,480,480,480,463,480
1290,451,455,480,463,480,480,480,480,480
1291,399,415,415,448,448,448,448,448,448
1292,384,384,384,391,399,399,399,414,415
1293,399,415,448,448,448,448,448,448,448
1294,480,480,483,483,483,480,481,496,487
1295,527,519,527,519,519,519,518,524,524
1296,575,568,572,560,543,543,543,543,543
1297,575,568,560,543,543,543,543,543,543
1298,448,451,455,455,480,463,480,463,463
1299,316,319,384,384,384,384,384,384,384
1300,255,255,319,352,384,384,384,384,384
1301,415,415,448,448,448,448,448,451,451
1302,611,575,575,575,575,575,574,575,575
1303,704,639,639,638,632,632,624,632,632
1304,704,639,639,639,636,632,632,632,632
1305,624,608,575,575,575,575,575,575,575
1306,511,511,511,511,511,511,511,511,511
1307,448,448,448,448,455,451,455,451,451
1308,352,384,384,387,391,391,399,399,399
1309,412,415,448,448,448,448,448,448,448
1310,543,543,543,543,542,543,542,543,543
1311,704,639,639,639,632,632,632,633,632
1312,671,639,636,632,624,624,624,624,624
1313,568,543,543,543,543,543,511,543,543
1314,415,415,448,448,448,448,448,448,448
1315,255,319,384,384,384,384,384,384,384
1316,387,399,415,448,448,448,448,448,448
1317,575,572,574,560,543,568,561,568,568
1318,704,639,639,639,632,639,632,634,636
1319,712,704,639,639,639,639,639,639,639
1320,632,614,575,575,575,575,575,575,575
1321,511,511,508,511,511,508,510,510,508
1322,399,412,415,448,448,448,448,448,448
1323,384,384,399,412,415,414,415,415,415
1324,415,415,448,448,448,448,448,448,449
1325,463,480,480,480,480,483,480,487,483
1326,575,572,568,543,560,563,560,568,561
1327,671,639,636,626,624,624,624,624,624
1328,704,639,639,639,633,632,624,626,624
1329,626,608,575,575,575,575,575,575,575
1330,448,448,455,480,463,463,463,455,463
1331,255,255,319,384,384,384,384,384,384
1332,231,255,255,255,319,319,319,319,319
1333,319,384,384,384,391,391,399,399,399
1334,575,575,561,560,543,543,563,569,563
1335,799,768,768,768,704,704,704,704,704
1336,799,768,768,768,768,704,704,704,704
1337,639,639,638,632,624,624,624,609,608
1338,483,483,496,496,496,497,486,486,487
1339,384,384,399,414,415,415,415,415,415
1340,384,384,387,391,399,399,399,399,399
1341,384,391,412,415,415,415,448,448,448
1342,512,519,512,512,512,512,519,519,513
1343,704,704,639,639,639,638,639,639,634
1344,768,704,639,639,639,639,639,639,639
1345,575,560,543,543,543,543,511,543,511
1346,384,384,387,399,414,399,399,399,399
1347,255,255,319,319,384,352,384,352,384
1348,319,384,385,387,391,399,399,399,399
1349,524,536,536,519,519,527,527,527,527
1350,639,639,636,624,624,624,624,624,624
1351,704,639,639,636,632,636,632,632,624
1352,626,608,575,575,575,575,575,575,575
1353,451,449,455,480,480,455,480,455,463
1354,255,255,384,384,384,384,384,384,384
1355,255,319,384,384,384,384,384,384,384
1356,384,399,415,448,448,448,448,448,448
1357,512,512,512,512,512,512,512,512,512
1358,572,561,543,543,543,543,543,543,543
1359,575,575,568,568,568,568,568,563,563
1360,609,575,575,575,575,575,574,568,572
