"pid","fport","type","priority","qos","len","data","pid.1","rtc_timestamp","battery_level_mv","mcu_temp_deg","period_fsm_s","period_depth_s","period_gps_s","period_status_s","period_argos_s","elect_strategy","argos_fport","crc","crc_valid","rtc_timestamp_dt","is_released","nb_profile_recorded","atmo_mean_pres","atmo_mean_temp","gps_timestamp","gps_latitude","gps_longitude","gps_ehpe","gps_ttf","gps_fixtype","gps_timestamp_dt"
"577","211","1","2","1","21","4102445DD06927000000369A75441717B941D322E2","577","1775263044","3900.0","","","","","","","","211","57890","True","2026-04-04 00:37:24+00:00","0.0","0.0","982.4095458984375","23.136274337768555","","","","","","",""
"579","211","1","2","1","21","4302875ED06927000000069C7544AF45B941D3D3DF","579","1775263367","3900.0","","","","","","","","211","57299","True","2026-04-04 00:42:47+00:00","0.0","0.0","982.4378662109375","23.159025192260742","","","","","","",""
"582","211","1","2","1","21","4602D45FD069270000005D9F75447D82B941D3D5E7","582","1775263700","3900.0","","","","","","","","211","59349","True","2026-04-04 00:48:20+00:00","0.0","0.0","982.4900512695312","23.1887149810791","","","","","","",""
"584","211","1","2","1","21","48020561D06927000000E89F75448083B941D3C0F5","584","1775264005","3900.0","","","","","","","","211","62912","True","2026-04-04 00:53:25+00:00","0.0","0.0","982.49853515625","23.189208984375","","","","","","",""
"587","211","1","2","1","21","4B024662D06927000000869F75446088B941D3EE88","587","1775264326","3900.0","","","","","","","","211","35054","True","2026-04-04 00:58:46+00:00","0.0","0.0","982.4925537109375","23.19158935546875","","","","","","",""
"590","211","1","2","1","21","4E028D63D0692700000036A07544854CB941D3503D","590","1775264653","3900.0","","","","","","","","211","15696","True","2026-04-04 01:04:13+00:00","0.0","0.0","982.5032958984375","23.162363052368164","","","","","","",""
"592","211","1","2","1","21","5002C164D06927000000E6A075444039B941D37AF0","592","1775264961","3900.0","","","","","","","","211","61562","True","2026-04-04 01:09:21+00:00","0.0","0.0","982.5140380859375","23.1529541015625","","","","","","",""
"595","211","1","2","1","21","53020866D0692700000015A1754406CEB841D3AE86","595","1775265288","3900.0","","","","","","","","211","34478","True","2026-04-04 01:14:48+00:00","0.0","0.0","982.5169067382812","23.100597381591797","","","","","","",""
"598","211","1","2","1","21","56025B67D0692700000035A47544CEDFB841D36D5C","598","1775265627","3900.0","","","","","","","","211","23661","True","2026-04-04 01:20:27+00:00","0.0","0.0","982.5657348632812","23.10927963256836","","","","","","",""
"600","211","1","2","1","21","58028A68D06927000000A5A575440E00B941D35C04","600","1775265930","3900.0","","","","","","","","211","1116","True","2026-04-04 01:25:30+00:00","0.0","0.0","982.5881958007812","23.12502670288086","","","","","","",""
"603","211","1","2","1","21","5B02CD69D06927000000E0A27544E5B9B841D3BAD9","603","1775266253","3900.0","","","","","","","","211","55738","True","2026-04-04 01:30:53+00:00","0.0","0.0","982.544921875","23.090768814086914","","","","","","",""
"605","211","1","2","1","21","5D02FE6AD06927000000469F7544A0D1B741D3B356","605","1775266558","3900.0","","","","","","","","211","22195","True","2026-04-04 01:35:58+00:00","0.0","0.0","982.4886474609375","22.97735595703125","","","","","","",""
"608","211","1","2","1","21","60023F6CD069270000008EA07544DCDFB741D3423A","608","1775266879","3900.0","","","","","","","","211","14914","True","2026-04-04 01:41:19+00:00","0.0","0.0","982.5086669921875","22.98430633544922","","","","","","",""
"611","211","1","2","1","21","63027A6DD069270000005BA27544B4E6B741D39844","611","1775267194","3900.0","","","","","","","","211","17560","True","2026-04-04 01:46:34+00:00","0.0","0.0","982.5368041992188","22.987648010253906","","","","","","",""
"613","211","1","2","1","21","6502BA6ED06927000000C2A77544F6EEB941D3DE6D","613","1775267514","3900.0","","","","","","","","211","28126","True","2026-04-04 01:51:54+00:00","0.0","0.0","982.6212158203125","23.241680145263672","","","","","","",""
"616","211","1","2","1","21","68021270D0692700000026AB75446CECBA41D31DCC","616","1775267858","3900.0","","","","","","","","211","52253","True","2026-04-04 01:57:38+00:00","0.0","0.0","982.6741943359375","23.365440368652344","","","","","","",""
"619","211","1","2","1","21","6B025071D06927000000ADAA754498BCB941D31829","619","1775268176","3900.0","","","","","","","","211","10520","True","2026-04-04 02:02:56+00:00","0.0","0.0","982.6668090820312","23.217086791992188","","","","","","",""
"621","211","1","2","1","21","6D028F72D06927000000CAAC75447E74B841D37D78","621","1775268495","3900.0","","","","","","","","211","30845","True","2026-04-04 02:08:15+00:00","0.0","0.0","982.6998291015625","23.056880950927734","","","","","","",""
"624","211","1","2","1","21","7002E373D0692700000000B67544CD76B741D32AC4","624","1775268835","3900.0","","","","","","","","211","50218","True","2026-04-04 02:13:55+00:00","0.0","0.0","982.84375","22.933008193969727","","","","","","",""
"626","211","1","2","1","21","72020F75D0692700000042BB75445012B741D31183","626","1775269135","3900.0","","","","","","","","211","33553","True","2026-04-04 02:18:55+00:00","0.0","0.0","982.9259033203125","22.883941650390625","","","","","","",""
"629","211","1","2","1","21","75024D76D0692700000002BC75440AC9B641D3F242","629","1775269453","3900.0","","","","","","","","211","17138","True","2026-04-04 02:24:13+00:00","0.0","0.0","982.9376220703125","22.848163604736328","","","","","","",""
"632","211","1","2","1","21","7802A977D0692700000050BA754467D3B641D34F1A","632","1775269801","3900.0","","","","","","","","211","6735","True","2026-04-04 02:30:01+00:00","0.0","0.0","982.9111328125","22.85322380065918","","","","","","",""
"634","211","1","2","1","21","7A02CD78D0692700000080BC7544FEFCB641D3CC96","634","1775270093","3900.0","","","","","","","","211","38604","True","2026-04-04 02:34:53+00:00","0.0","0.0","982.9453125","22.873531341552734","","","","","","",""
"637","211","1","2","1","21","7D02007AD069270000005BC375447F51B741D36D02","637","1775270400","3900.0","","","","","","","","211","621","True","2026-04-04 02:40:00+00:00","0.0","0.0","983.0524291992188","22.914793014526367","","","","","","",""
"639","211","1","2","1","21","7F02397BD0692700000072C975445CB6B741D35A74","639","1775270713","3900.0","","","","","","","","211","29786","True","2026-04-04 02:45:13+00:00","0.0","0.0","983.1475830078125","22.96404266357422","","","","","","",""
"642","211","1","2","1","21","8202797CD0692700000013CE7544161EB841D3F9A1","642","1775271033","3900.0","","","","","","","","211","41465","True","2026-04-04 02:50:33+00:00","0.0","0.0","983.2199096679688","23.014690399169922","","","","","","",""
"645","211","1","2","1","21","8502C97DD0692700000006D67544E731B941D302A7","645","1775271369","3900.0","","","","","","","","211","42754","True","2026-04-04 02:56:09+00:00","0.0","0.0","983.3441162109375","23.14936637878418","","","","","","",""
"647","211","1","2","1","21","87020C7FD069270000003DE07544B81EBA41D3876C","647","1775271692","3900.0","","","","","","","","211","27783","True","2026-04-04 03:01:32+00:00","0.0","0.0","983.5037231445312","23.264999389648438","","","","","","",""
"650","211","1","2","1","21","8A024F80D069270000006DED7544550DBB41D3B84C","650","1775272015","3900.0","","","","","","","","211","19640","True","2026-04-04 03:06:55+00:00","0.0","0.0","983.7097778320312","23.38150978088379","","","","","","",""
"652","211","1","2","1","21","8C028581D069270000007AF275442B78BB41D37904","652","1775272325","3900.0","","","","","","","","211","1145","True","2026-04-04 03:12:05+00:00","0.0","0.0","983.7886962890625","23.43367576599121","","","","","","",""
"655","211","1","2","1","21","8F02C082D06927000000A6F47544B13DBD41D34933","655","1775272640","3900.0","","","","","","","","211","13129","True","2026-04-04 03:17:20+00:00","0.0","0.0","983.8226318359375","23.655122756958008","","","","","","",""
"657","211","1","2","1","21","9102E383D069270000008BF57544844EBE41D376C3","657","1775272931","3900.0","","","","","","","","211","50038","True","2026-04-04 03:22:11+00:00","0.0","0.0","983.8366088867188","23.78833770751953","","","","","","",""
"660","211","1","2","1","21","94022785D0692700000016F87544CD49BF41D35B65","660","1775273255","3900.0","","","","","","","","211","25947","True","2026-04-04 03:27:35+00:00","0.0","0.0","983.8763427734375","23.911035537719727","","","","","","",""
"663","211","1","2","1","21","97027F86D06927000000280676446220C141D359B4","663","1775273599","3900.0","","","","","","","","211","46169","True","2026-04-04 03:33:19+00:00","0.0","0.0","984.09619140625","24.140811920166016","","","","","","",""
"665","211","1","2","1","21","9902B087D06927000000C81C76441972C341D3E4F9","665","1775273904","3900.0","","","","","","","","211","63972","True","2026-04-04 03:38:24+00:00","0.0","0.0","984.44970703125","24.43071174621582","","","","","","",""
"668","211","1","2","1","21","9C02EC88D069270000002A3776445E45C641D3DC78","668","1775274220","3900.0","","","","","","","","211","30940","True","2026-04-04 03:43:40+00:00","0.0","0.0","984.8619384765625","24.783870697021484","","","","","","",""
"670","211","1","2","1","21","9E02298AD06927000000A2557644E279CA41D33068","670","1775274537","3900.0","","","","","","","","211","26672","True","2026-04-04 03:48:57+00:00","0.0","0.0","985.3380126953125","25.309513092041016","","","","","","",""
"673","211","1","2","1","21","A1026C8BD0692700000055697644BE42D041D358CB","673","1775274860","3900.0","","","","","","","","211","52056","True","2026-04-04 03:54:20+00:00","0.0","0.0","985.6458129882812","26.032588958740234","","","","","","",""
"676","211","1","2","1","21","A402AB8CD069270000003A6B7644E060D341D35E79","676","1775275179","3900.0","","","","","","","","211","31070","True","2026-04-04 03:59:39+00:00","0.0","0.0","985.6754150390625","26.42230224609375","","","","","","",""
"678","211","1","2","1","21","A602F98DD069270000009265764415EDD541D31BDF","678","1775275513","3900.0","","","","","","","","211","57115","True","2026-04-04 04:05:13+00:00","0.0","0.0","985.5870361328125","26.74076271057129","","","","","","",""
"681","211","1","2","1","21","A9023F8FD06927000000164876447AE3D741D35D61","681","1775275839","3900.0","","","","","","","","211","24925","True","2026-04-04 04:10:39+00:00","0.0","0.0","985.1263427734375","26.986072540283203","","","","","","",""
"684","211","1","2","1","21","AC027A90D0692700000032167644BE16D741D3F371","684","1775276154","3900.0","","","","","","","","211","29171","True","2026-04-04 04:15:54+00:00","0.0","0.0","984.3468017578125","26.886104583740234","","","","","","",""
"686","211","1","2","1","21","AE02BB91D069270000006DEA75441893D541D31115","686","1775276475","3900.0","","","","","","","","211","5393","True","2026-04-04 04:21:15+00:00","0.0","0.0","983.6629028320312","26.696823120117188","","","","","","",""
"689","211","1","2","1","21","B102FF92D069270000000B037644756AD841D37E19","689","1775276799","3900.0","","","","","","","","211","6526","True","2026-04-04 04:26:39+00:00","0.0","0.0","984.0475463867188","27.05198097229004","","","","","","",""
"691","211","1","2","1","21","B3023594D069270000001B447644B5B9DB41D30360","691","1775277109","3900.0","","","","","","","","211","24579","True","2026-04-04 04:31:49+00:00","0.0","0.0","985.0641479492188","27.46567726135254","","","","","","",""
"694","211","1","2","1","21","B6026F95D06927000000E54D7644F03BDC41D31E27","694","1775277423","3900.0","","","","","","","","211","10014","True","2026-04-04 04:37:03+00:00","0.0","0.0","985.2171020507812","27.529266357421875","","","","","","",""
"697","211","1","2","1","21","B902BE96D06927000000502C76445893DD41D34665","697","1775277758","3900.0","","","","","","","","211","25926","True","2026-04-04 04:42:38+00:00","0.0","0.0","984.6923828125","27.696945190429688","","","","","","",""
"699","211","1","2","1","21","BB02F397D069270000000D167644E846DE41D39F2B","699","1775278067","3900.0","","","","","","","","211","11167","True","2026-04-04 04:47:47+00:00","0.0","0.0","984.3445434570312","27.784622192382812","","","","","","",""
"702","211","1","2","1","21","BE022C99D069270000007A08764458ABDD41D3C57C","702","1775278380","3900.0","","","","","","","","211","31941","True","2026-04-04 04:53:00+00:00","0.0","0.0","984.1324462890625","27.708663940429688","","","","","","",""
"704","211","1","2","1","21","C002619AD069270000002AF47544282FDC41D3BB68","704","1775278689","3900.0","","","","","","","","211","26811","True","2026-04-04 04:58:09+00:00","0.0","0.0","983.8150634765625","27.523025512695312","","","","","","",""
"707","211","1","2","1","21","C3029A9BD069270000001EE0754435D9DA41D3C6DB","707","1775279002","3900.0","","","","","","","","211","56262","True","2026-04-04 05:03:22+00:00","0.0","0.0","983.5018310546875","27.35605812072754","","","","","","",""
"710","211","1","2","1","21","C602E49CD0692700000086CA7544E5CFD741D328FC","710","1775279332","3900.0","","","","","","","","211","64552","True","2026-04-04 05:08:52+00:00","0.0","0.0","983.1644287109375","26.976511001586914","","","","","","",""
"712","211","1","2","1","21","C802279ED069270000006DD17544303BD641D35BAF","712","1775279655","3900.0","","","","","","","","211","44891","True","2026-04-04 05:14:15+00:00","0.0","0.0","983.2722778320312","26.778900146484375","","","","","","",""
"715","211","1","2","1","21","CB02649FD0692700000078E97544CB9BD541D3E620","715","1775279972","3900.0","","","","","","","","211","8422","True","2026-04-04 05:19:32+00:00","0.0","0.0","983.64794921875","26.70107078552246","","","","","","",""
"717","211","1","2","1","21","CD02A6A0D06927000000981076445B0DD641D36764","717","1775280294","3900.0","","","","","","","","211","25703","True","2026-04-04 05:24:54+00:00","0.0","0.0","984.25927734375","26.756521224975586","","","","","","",""
"720","211","1","2","1","21","D002D6A1D069270000000E327644FAA9D741D3AF75","720","1775280598","3900.0","","","","","","","","211","30127","True","2026-04-04 05:29:58+00:00","0.0","0.0","984.7821044921875","26.957996368408203","","","","","","",""
"723","211","1","2","1","21","D30220A3D06927000000D53D7644FD5CDA41D3E4E7","723","1775280928","3900.0","","","","","","","","211","59364","True","2026-04-04 05:35:28+00:00","0.0","0.0","984.9661254882812","27.2954044342041","","","","","","",""
"725","211","1","2","1","21","D50267A4D06927000000B03D76445A2CDC41D35D53","725","1775281255","3900.0","","","","","","","","211","21341","True","2026-04-04 05:40:55+00:00","0.0","0.0","984.9638671875","27.521656036376953","","","","","","",""
"728","211","1","2","1","21","D802A6A5D06927000000B33B76440800DD41D3DBD6","728","1775281574","3900.0","","","","","","","","211","55003","True","2026-04-04 05:46:14+00:00","0.0","0.0","984.9328002929688","27.625015258789062","","","","","","",""
"730","211","1","2","1","21","DA02D7A6D06927000000253776440B71DD41D30CA5","730","1775281879","3900.0","","","","","","","","211","42252","True","2026-04-04 05:51:19+00:00","0.0","0.0","984.8616333007812","27.68019676208496","","","","","","",""
"733","211","1","2","1","21","DD021CA8D06927000000962F76447BF2DD41D3EF6E","733","1775282204","3900.0","","","","","","","","211","28399","True","2026-04-04 05:56:44+00:00","0.0","0.0","984.7435302734375","27.743398666381836","","","","","","",""
"736","211","1","2","1","21","E0025CA9D069270000005D2B76440D41DF41D3C5D7","736","1775282524","3900.0","","","","","","","","211","55237","True","2026-04-04 06:02:04+00:00","0.0","0.0","984.6775512695312","27.906763076782227","","","","","","",""
"738","211","1","2","1","21","E20291AAD069270000005D297644DB21E041D3660A","738","1775282833","3900.0","","","","","","","","211","2662","True","2026-04-04 06:07:13+00:00","0.0","0.0","984.6463012695312","28.016530990600586","","","","","","",""
"741","211","1","2","1","21","E502D7ABD069270000000B3776443B20E141D3970D","741","1775283159","3900.0","","","","","","","","211","3479","True","2026-04-04 06:12:39+00:00","0.0","0.0","984.8600463867188","28.140737533569336","","","","","","",""
"743","211","1","2","1","21","E70219ADD06927000000887076443DACE441D3221B","743","1775283481","3900.0","","","","","","","","211","6946","True","2026-04-04 06:18:01+00:00","0.0","0.0","985.75830078125","28.5841007232666","","","","","","",""
"746","211","1","2","1","21","EA0255AED069270000006A937644053AE841D3D5EA","746","1775283797","3900.0","","","","","","","","211","60117","True","2026-04-04 06:23:17+00:00","0.0","0.0","986.3033447265625","29.028329849243164","","","","","","",""
"749","211","1","2","1","21","ED02AAAFD06927000000C390764432FBEB41D3C2C2","749","1775284138","3900.0","","","","","","","","211","49858","True","2026-04-04 06:28:58+00:00","0.0","0.0","986.2619018554688","29.49765396118164","","","","","","",""
"751","211","1","2","1","21","EF02DAB0D069270000009A8976447EB8EF41D34F77","751","1775284442","3900.0","","","","","","","","211","30543","True","2026-04-04 06:34:02+00:00","0.0","0.0","986.1500244140625","29.965084075927734","","","","","","",""
"754","211","1","2","1","21","F20218B2D069270000008376764485C9F241D3BA4B","754","1775284760","3900.0","","","","","","","","211","19386","True","2026-04-04 06:39:20+00:00","0.0","0.0","985.8517456054688","30.348398208618164","","","","","","",""
"756","211","1","2","1","21","F4025FB3D06927000000985676440596F541D38C27","756","1775285087","3900.0","","","","","","","","211","10124","True","2026-04-04 06:44:47+00:00","0.0","0.0","985.35302734375","30.698251724243164","","","","","","",""
"759","211","1","2","1","21","F702A7B4D069270000007046764455A9F741D385C0","759","1775285415","3900.0","","","","","","","","211","49285","True","2026-04-04 06:50:15+00:00","0.0","0.0","985.1005859375","30.95768165588379","","","","","","",""
"762","211","1","2","1","21","FA02F0B5D069270000000D36764480FCF841D32ACE","762","1775285744","3900.0","","","","","","","","211","52778","True","2026-04-04 06:55:44+00:00","0.0","0.0","984.8445434570312","31.123291015625","","","","","","",""
"764","211","1","2","1","21","FC022BB7D0692600000095247644A538FA41D36C44","764","1775286059","3800.0","","","","","","","","211","17516","True","2026-04-04 07:00:59+00:00","0.0","0.0","984.5715942382812","31.277658462524414","","","","","","",""
"767","211","1","2","1","21","FF0268B8D06926000000C21D76440606FC41D3A85C","767","1775286376","3800.0","","","","","","","","211","23720","True","2026-04-04 07:06:16+00:00","0.0","0.0","984.4649658203125","31.502941131591797","","","","","","",""
"770","211","1","2","1","21","0203A9B9D06926000000581176440617FD41D377D1","770","1775286697","3800.0","","","","","","","","211","53623","True","2026-04-04 07:11:37+00:00","0.0","0.0","984.27099609375","31.636241912841797","","","","","","",""
"772","211","1","2","1","21","0403E7BAD069260000003EFA75442B2BFD41D3CED6","772","1775287015","3800.0","","","","","","","","211","54990","True","2026-04-04 07:16:55+00:00","0.0","0.0","983.9100341796875","31.64607810974121","","","","","","",""
"775","211","1","2","1","21","070313BCD069260000001EF975449E5EFE41D37248","775","1775287315","3800.0","","","","","","","","211","18546","True","2026-04-04 07:21:55+00:00","0.0","0.0","983.8924560546875","31.796199798583984","","","","","","",""
"777","211","1","2","1","21","090347BDD06926000000C0FB754453EEFF41D3822A","777","1775287623","3800.0","","","","","","","","211","10882","True","2026-04-04 07:27:03+00:00","0.0","0.0","983.93359375","31.991369247436523","","","","","","",""
"780","211","1","2","1","21","0C0385BED0692600000078FA75444E840042D3F256","780","1775287941","3800.0","","","","","","","","211","22258","True","2026-04-04 07:32:21+00:00","0.0","0.0","983.91357421875","32.12920379638672","","","","","","",""
"782","211","1","2","1","21","0E03C6BFD0692600000098EE75449A9F0042D3F9D5","782","1775288262","3800.0","","","","","","","","211","54777","True","2026-04-04 07:37:42+00:00","0.0","0.0","983.72802734375","32.155860900878906","","","","","","",""
"785","211","1","2","1","21","110306C1D0692600000065D3754430A20042D3C6DC","785","1775288582","3800.0","","","","","","","","211","56518","True","2026-04-04 07:43:02+00:00","0.0","0.0","983.3030395507812","32.15838623046875","","","","","","",""
"787","211","1","2","1","21","130326C2D069260000003ECA7544BB6D0042D3D261","787","1775288870","3800.0","","","","","","","","211","25042","True","2026-04-04 07:47:50+00:00","0.0","0.0","983.1600341796875","32.10715866088867","","","","","","",""
"790","211","1","2","1","21","160369C3D069260000005DE475444A220242D341A3","790","1775289193","3800.0","","","","","","","","211","41793","True","2026-04-04 07:53:13+00:00","0.0","0.0","983.5681762695312","32.533485412597656","","","","","","",""
"793","211","1","2","1","21","1903A7C4D06926000000A8E4754436BD0242D3D6EB","793","1775289511","3800.0","","","","","","","","211","60374","True","2026-04-04 07:58:31+00:00","0.0","0.0","983.57275390625","32.684776306152344","","","","","","",""
"795","211","1","2","1","21","1B03F0C5D0692600000068CE75448FA80242D399D0","795","1775289840","3800.0","","","","","","","","211","53401","True","2026-04-04 08:04:00+00:00","0.0","0.0","983.22509765625","32.664608001708984","","","","","","",""
"798","211","1","2","1","21","1E0332C7D0692600000072B1754416260242D3048B","798","1775290162","3800.0","","","","","","","","211","35588","True","2026-04-04 08:09:22+00:00","0.0","0.0","982.7725830078125","32.537193298339844","","","","","","",""
"801","211","1","2","1","21","210383C8D069260000005E9F754464390242D3E8AB","801","1775290499","3800.0","","","","","","","","211","44008","True","2026-04-04 08:14:59+00:00","0.0","0.0","982.4901123046875","32.55604553222656","","","","","","",""
"803","211","1","2","1","21","2303C6C9D06926000000BEA07544C2010242D3FF12","803","1775290822","3800.0","","","","","","","","211","4863","True","2026-04-04 08:20:22+00:00","0.0","0.0","982.5115966796875","32.50171661376953","","","","","","",""
"806","211","1","2","1","21","260307CBD0692600000068987544B5C40142D380C1","806","1775291143","3800.0","","","","","","","","211","49536","True","2026-04-04 08:25:43+00:00","0.0","0.0","982.38134765625","32.44209671020508","","","","","","",""
"808","211","1","2","1","21","28032BCCD06926000000E8A3754482580142D3EDE8","808","1775291435","3800.0","","","","","","","","211","59629","True","2026-04-04 08:30:35+00:00","0.0","0.0","982.56103515625","32.33643341064453","","","","","","",""
"811","211","1","2","1","21","2B0374CDD069260000009AB075442DB00042D38B40","811","1775291764","3800.0","","","","","","","","211","16523","True","2026-04-04 08:36:04+00:00","0.0","0.0","982.7593994140625","32.17204666137695","","","","","","",""
"814","211","1","2","1","21","2E03BBCED0692600000056B075445E7C0042D3CD19","814","1775292091","3800.0","","","","","","","","211","6605","True","2026-04-04 08:41:31+00:00","0.0","0.0","982.7552490234375","32.12145233154297","","","","","","",""
"816","211","1","2","1","21","3003F9CFD069260000000DA67544C8B30042D3EC95","816","1775292409","3800.0","","","","","","","","211","38380","True","2026-04-04 08:46:49+00:00","0.0","0.0","982.5945434570312","32.175567626953125","","","","","","",""
"819","211","1","2","1","21","330346D1D069260000001A9A7544951B0142D39EEB","819","1775292742","3800.0","","","","","","","","211","60318","True","2026-04-04 08:52:22+00:00","0.0","0.0","982.4078369140625","32.27693557739258","","","","","","",""
"822","211","1","2","1","21","36037BD2D0692600000023A2754486520142D3117A","822","1775293051","3800.0","","","","","","","","211","31249","True","2026-04-04 08:57:31+00:00","0.0","0.0","982.5333862304688","32.330589294433594","","","","","","",""
"824","211","1","2","1","21","3803BBD3D0692600000040BC75443A4D0242D3CF6B","824","1775293371","3800.0","","","","","","","","211","27599","True","2026-04-04 09:02:51+00:00","0.0","0.0","982.94140625","32.575416564941406","","","","","","",""
"827","211","1","2","1","21","3B03FCD4D06926000000BDBD754488CB0342D35FD1","827","1775293692","3800.0","","","","","","","","211","53599","True","2026-04-04 09:08:12+00:00","0.0","0.0","982.9646606445312","32.948760986328125","","","","","","",""
"830","211","1","2","1","21","3E0357D6D0692600000012AE7544BE770542D3F9C5","830","1775294039","3800.0","","","","","","","","211","50681","True","2026-04-04 09:13:59+00:00","0.0","0.0","982.7198486328125","33.36693572998047","","","","","","",""
"832","211","1","2","1","21","400393D7D0692600000048AC7544728D0642D3C839","832","1775294355","3800.0","","","","","","","","211","14792","True","2026-04-04 09:19:15+00:00","0.0","0.0","982.69189453125","33.63813018798828","","","","","","",""
"835","211","1","2","1","21","4303E6D8D069260000007DD97544146E0642D3AC8B","835","1775294694","3800.0","","","","","","","","211","35756","True","2026-04-04 09:24:54+00:00","0.0","0.0","983.3982543945312","33.60749816894531","","","","","","",""
"837","211","1","2","1","21","450314DAD0692600000082667644D5300842D3A7C7","837","1775294996","3800.0","","","","","","","","211","51111","True","2026-04-04 09:29:56+00:00","0.0","0.0","985.6016845703125","34.04768753051758","","","","","","",""
"840","211","1","2","1","21","480356DBD069260000008D5B774499881542D393EF","840","1775295318","3800.0","","","","","","","","211","61331","True","2026-04-04 09:35:18+00:00","0.0","0.0","989.4304809570312","37.38339614868164","","","","","","",""
"843","211","1","2","1","21","4B039ADCD06926000000A5B87844560E3342D3B89D","843","1775295642","3800.0","","","","","","","","211","40376","True","2026-04-04 09:40:42+00:00","0.0","0.0","994.8850708007812","44.763999938964844","","","","","","",""
"845","211","1","2","1","21","4D03D6DDD0692600000005867844D2A54242D3041D","845","1775295958","3800.0","","","","","","","","211","7428","True","2026-04-04 09:45:58+00:00","0.0","0.0","994.0940551757812","48.66193389892578","","","","","","",""
"848","211","1","2","1","21","50031EDFD06926000000BB2A77449A9D4642D3CD27","848","1775296286","3800.0","","","","","","","","211","10189","True","2026-04-04 09:51:26+00:00","0.0","0.0","988.6676635742188","49.653907775878906","","","","","","",""
"850","211","1","2","1","21","52034EE0D069260000008ED67544AFE34142D3C204","850","1775296590","3800.0","","","","","","","","211","1218","True","2026-04-04 09:56:30+00:00","0.0","0.0","983.3524169921875","48.472347259521484","","","","","","",""
"853","211","1","2","1","21","550385E1D06926000000A2C87444F6823B42D30A2C","853","1775296901","3800.0","","","","","","","","211","11274","True","2026-04-04 10:01:41+00:00","0.0","0.0","979.1348876953125","46.877891540527344","","","","","","",""
"856","211","1","2","1","21","5803D7E2D069260000002BB87444768B3742D31CEC","856","1775297239","3800.0","","","","","","","","211","60444","True","2026-04-04 10:07:19+00:00","0.0","0.0","978.8776245117188","45.886192321777344","","","","","","",""
"858","211","1","2","1","21","5A0303E4D0692600000036E1744495943442D35A89","858","1775297539","3800.0","","","","","","","","211","35162","True","2026-04-04 10:12:19+00:00","0.0","0.0","979.5189208984375","45.14509963989258","","","","","","",""
"861","211","1","2","1","21","5D0348E5D069260000000D437444776E2A42D3AEFC","861","1775297864","3800.0","","","","","","","","211","64686","True","2026-04-04 10:17:44+00:00","0.0","0.0","977.0476684570312","42.60787582397461","","","","","","",""
"863","211","1","2","1","21","5F0368E6D069260000001BA7734446FD1E42D30109","863","1775298152","3800.0","","","","","","","","211","2305","True","2026-04-04 10:22:32+00:00","0.0","0.0","974.6110229492188","39.747337341308594","","","","","","",""
"866","211","1","2","1","21","6203A9E7D06926000000A0867344C6A81542D3FD07","866","1775298473","3800.0","","","","","","","","211","2045","True","2026-04-04 10:27:53+00:00","0.0","0.0","974.103515625","37.414817810058594","","","","","","",""
"869","211","1","2","1","21","6503F9E8D069260000002DF8734486190F42D3CEFF","869","1775298809","3800.0","","","","","","","","211","65486","True","2026-04-04 10:33:29+00:00","0.0","0.0","975.8777465820312","35.774925231933594","","","","","","",""
"871","211","1","2","1","21","670328EAD069260000007D807444CD910D42D3EEE5","871","1775299112","3800.0","","","","","","","","211","58862","True","2026-04-04 10:38:32+00:00","0.0","0.0","978.0076293945312","35.39238357543945","","","","","","",""
"874","211","1","2","1","21","6A0365EBD06926000000C81C7544DE2E0F42D3C213","874","1775299429","3800.0","","","","","","","","211","5058","True","2026-04-04 10:43:49+00:00","0.0","0.0","980.44970703125","35.79576873779297","","","","","","",""
"876","211","1","2","1","21","6C0394ECD069260000006ED675443C091342D3B5D2","876","1775299732","3800.0","","","","","","","","211","53941","True","2026-04-04 10:48:52+00:00","0.0","0.0","983.3504638671875","36.75901794433594","","","","","","",""
"879","211","1","2","1","21","6F03CCEDD0692600000022017644A5811442D3AF79","879","1775300044","3800.0","","","","","","","","211","31151","True","2026-04-04 10:54:04+00:00","0.0","0.0","984.0177001953125","37.12660598754883","","","","","","",""
"881","211","1","2","1","21","7103FFEED069260000000A8975443B1E1342D3BD0D","881","1775300351","3800.0","","","","","","","","211","3517","True","2026-04-04 10:59:11+00:00","0.0","0.0","982.1412353515625","36.77952194213867","","","","","","",""
"884","211","1","2","1","21","740347F0D06926000000F6EE7444555F1142D316CF","884","1775300679","3800.0","","","","","","","","211","53014","True","2026-04-04 11:04:39+00:00","0.0","0.0","979.7337646484375","36.34309768676758","","","","","","",""
"887","211","1","2","1","21","770381F1D06926000000D80675443F5E1142D3BDD4","887","1775300993","3800.0","","","","","","","","211","54461","True","2026-04-04 11:09:53+00:00","0.0","0.0","980.10693359375","36.342037200927734","","","","","","",""
"889","211","1","2","1","21","7903C9F2D06926000000F051754471F11042D3CDE2","889","1775301321","3800.0","","","","","","","","211","58061","True","2026-04-04 11:15:21+00:00","0.0","0.0","981.2802734375","36.235782623291016","","","","","","",""
"892","211","1","2","1","21","7C0307F4D06926000000BE477544E8EE0F42D31A66","892","1775301639","3800.0","","","","","","","","211","26138","True","2026-04-04 11:20:39+00:00","0.0","0.0","981.1209716796875","35.983306884765625","","","","","","",""
