time,atmospheric-pressure,atmospheric-temperature,latitude,longitude,mean-displacement,speed
2024-09-12 00:02:20.328510+00:00,0.9861130766666667,23.456666666666667,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 00:02:22.251375+00:00,0.986419945,23.505,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 00:12:24.932001+00:00,0.9864795,23.438,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 00:12:26.726355+00:00,0.9867231759999999,23.4,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 00:22:19.450696+00:00,0.986506548,23.338,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 00:22:21.022222+00:00,0.9859216780000001,23.218,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 00:32:24.038007+00:00,0.9857511540000001,23.098000000000003,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 00:32:25.846295+00:00,0.98552106,23.07,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 00:42:28.749086+00:00,0.985290966,23.042,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 00:52:23.160928+00:00,0.985692182,23.036,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 00:52:24.671933+00:00,0.9860933980000001,23.029999999999998,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 01:02:27.810732+00:00,0.98656689,23.134,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 01:02:29.196433+00:00,0.987224518,23.241999999999997,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 01:12:32.319074+00:00,0.9870993699999999,23.27,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 01:12:33.875909+00:00,0.986803216,23.3,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 01:22:26.858054+00:00,0.9864218059999998,23.296,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 01:22:28.617776+00:00,0.9855537739999999,23.182,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 01:42:35.607158+00:00,0.985389388,23.054000000000002,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 01:42:37.461000+00:00,0.986007778,23.006,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 01:52:29.978719+00:00,0.9861593880000001,22.94,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 01:52:31.835074+00:00,0.986396254,22.908,-20.9553242,55.0726294,16.166766422562517,0.0
2024-09-12 02:02:34.590523+00:00,0.987323546,22.928,-20.9553242,55.0726294,16.166766422562517,0.00040072195079096185
2024-09-12 02:02:36.339838+00:00,0.987119718,22.924,-20.9553242,55.0726294,16.166766422562517,0.005080696464808317
2024-09-12 02:12:31.479902+00:00,0.98691589,22.92,-20.95532507926204,55.07261795538894,15.880323560378642,0.0097606708611784
2024-09-12 02:32:38.103414+00:00,0.986764354,22.976,-20.95534589881048,55.07234696491754,29.42274531607462,0.01444064489110362
2024-09-12 02:32:40.179205+00:00,0.9864677500000001,23.07,-20.955345934626983,55.0723464987244,29.463998422335106,0.01912061859859106
2024-09-12 02:42:34.903898+00:00,0.9857897980000001,23.14,-20.9553561962367,55.07221293202087,41.93407974464618,0.02339987003319672
2024-09-12 02:52:36.972393+00:00,0.9849526519999999,23.302,-20.95536658455921,55.072077716003946,55.26609563222618,0.023399868581424305
2024-09-12 03:02:43.797899+00:00,0.984115506,23.464,-20.955377054961033,55.07194143162999,69.00820766253952,0.023399867183496785
2024-09-12 03:12:38.299880+00:00,0.9842524060000001,23.607999999999997,-20.95538731272799,55.07180791494442,82.62142424747884,0.0233998658938711
2024-09-12 03:12:45.951213+00:00,0.9845343740000001,23.714,-20.955387444747046,55.07180619656387,82.7972742510136,0.02339986453239857
2024-09-12 03:22:40.491705+00:00,0.984341888,23.839999999999996,-20.95539770317849,55.07167267122926,96.49743389901138,0.023399863564753296
2024-09-12 03:22:42.864959+00:00,0.9847360700000001,23.912,-20.95539774412753,55.071672138230205,96.55224292723392,0.023399862755495847
2024-09-12 03:32:45.037010+00:00,0.9854924800000001,24.008,-20.955408134236837,55.07153689895605,110.48247865847031,0.023399861852722414
2024-09-12 03:32:47.524339+00:00,0.985689332,24.08,-20.955408177154176,55.071536340337346,110.5401031964695,0.0233998611814586
2024-09-12 03:42:42.230214+00:00,0.985608088,24.224,-20.955418438439196,55.07140277786008,124.33326596031397,0.023399860606882636
2024-09-12 03:42:49.494757+00:00,0.98569222,24.32,-20.955418563784434,55.07140114634704,124.50192338435127,0.023399859920216537
2024-09-12 03:52:43.861553+00:00,0.985233062,24.506,-20.955428819218852,55.07126766002214,138.3121002814963,0.023399859118169563
2024-09-12 03:52:46.892393+00:00,0.984411676,24.668,-20.95542887151414,55.07126697933858,138.38257243683347,0.023399858487908272
2024-09-12 04:02:48.519369+00:00,0.9774363380000001,25.03,-20.955439252218515,55.071131862480506,152.37966666067013,0.02336496960934168
2024-09-12 04:02:51.476728+00:00,0.970739096,25.32,-20.95543930324593,55.07113119829973,152.4485076015137,0.02359317586772284
2024-09-12 04:12:43.691890+00:00,0.9686292660000001,26.618000000000002,-20.955452700695336,55.070999519926026,166.0987720890988,0.02382138151916012
2024-09-12 04:12:46.711904+00:00,0.967062726,27.826,-20.955452875861663,55.070998831286055,166.17009488126988,0.024049586607923883
2024-09-12 04:22:48.380108+00:00,0.9662559,29.5,-20.95548777371567,55.070861635642046,180.424392835966,0.024277791461299273
2024-09-12 04:22:51.115280+00:00,0.971603026,30.974,-20.95548793236063,55.07086101195334,180.48938024227223,0.024540884013695464
