index,salt-9gpl-freq-131khz,salt-13gpl-freq-131khz,salt-17gpl-freq-131khz,salt-21gpl-freq-131khz,salt-24gpl-freq-131khz,salt-28gpl-freq-131khz,salt-32gpl-freq-131khz,salt-36gpl-freq-131khz,salt-40gpl-freq-131khz
1767,391,391,399,414,414,415,448,448,415
1768,455,448,449,449,451,455,455,512,455
1769,543,519,515,515,515,519,513,540,515
1770,543,543,543,543,542,543,540,504,536
1771,455,496,480,481,483,483,487,399,483
1772,255,384,384,384,384,384,385,319,384
1773,224,254,255,255,255,255,255,319,255
1774,352,255,352,352,384,384,384,455,384
1775,543,512,512,512,512,512,512,569,512
1776,625,608,575,575,575,575,575,543,575
1777,511,543,543,543,543,543,542,448,536
1778,319,399,399,399,415,415,448,319,415
1779,195,255,255,255,255,255,319,255,255
1780,127,195,225,248,255,255,255,255,255
1781,255,255,255,319,319,319,319,512,319
1782,575,512,512,512,512,512,512,608,512
1783,768,639,639,639,624,639,612,624,624
1784,639,639,639,637,624,632,624,543,611
1785,511,561,511,511,511,511,511,448,511
1786,352,415,415,414,448,414,448,384,448
1787,224,255,255,316,319,319,319,255,352
1788,192,227,255,255,255,255,255,255,255
1789,255,255,255,255,255,319,319,414,319
1790,512,415,448,449,448,455,448,543,448
1791,671,608,575,608,575,575,575,624,575
1792,639,639,633,636,624,624,624,511,608
1793,455,511,511,508,511,504,511,387,511
1794,227,318,352,319,384,352,384,255,384
1795,127,192,240,231,255,255,255,255,255
1796,127,192,224,227,240,252,255,319,255
1797,384,255,319,352,352,384,384,512,384
1798,638,543,527,543,540,543,537,639,526
1799,780,768,704,704,704,671,639,639,639
1800,626,639,636,632,632,624,624,481,609
1801,384,448,448,448,448,448,448,352,448
1802,199,255,255,255,255,255,319,255,319
1803,241,252,255,255,255,255,318,384,319
1804,384,352,384,384,384,384,384,448,385
1805,448,448,448,448,448,451,449,463,448
1806,448,455,449,463,463,463,463,448,455
1807,384,412,415,448,448,448,448,391,448
1808,319,384,384,384,385,384,387,384,391
1809,255,255,352,319,352,352,384,384,384
1810,319,319,384,384,384,384,384,448,384
1811,515,512,463,480,480,512,512,560,512
1812,639,608,575,575,575,575,575,572,575
1813,543,575,560,568,543,543,543,449,543
1814,319,399,415,412,415,415,415,384,415
1815,255,255,319,319,352,384,384,384,384
1816,399,384,391,391,391,399,412,512,399
1817,624,542,537,543,527,527,543,632,542
1818,768,704,639,639,639,639,639,624,639
1819,575,636,608,608,608,575,575,455,575
1820,255,399,399,399,415,415,399,318,415
1821,199,255,255,255,255,255,255,319,255
1822,319,255,319,319,352,384,384,512,384
1823,575,512,512,512,512,512,512,632,512
1824,768,704,639,639,639,639,639,639,639
1825,639,639,639,639,636,636,636,511,632
1826,399,480,480,480,480,480,480,352,480
1827,192,255,255,255,255,255,255,255,319
1828,199,225,255,255,255,255,255,384,255
1829,399,384,384,384,385,384,387,515,391
1830,639,568,560,568,543,543,543,632,543
1831,768,671,639,639,636,636,636,624,638
1832,639,639,624,624,612,624,608,511,608
1833,448,499,496,496,499,496,497,412,496
1834,319,384,384,384,399,391,399,384,391
1835,255,319,319,352,384,384,384,387,384
1836,399,384,391,399,399,399,399,512,399
1837,568,524,519,519,512,512,512,543,515
1838,572,563,543,543,543,543,543,508,543
1839,480,496,496,496,496,496,496,449,496
1840,399,448,448,448,448,448,448,399,448
1841,319,384,384,384,391,387,391,384,391
1842,352,352,384,384,384,384,387,448,384
1843,455,448,448,448,448,448,448,487,448
1844,512,512,512,512,512,512,512,480,512
1845,455,463,480,480,480,480,463,463,480
1846,480,463,480,480,480,480,480,512,480
1847,540,512,512,512,512,512,512,543,512
1848,608,575,568,568,543,560,563,560,543
1849,572,572,560,543,543,543,543,511,543
1850,481,504,504,504,504,496,497,448,504
1851,384,399,412,415,448,415,415,391,448
1852,384,384,384,384,391,387,391,399,399
1853,387,384,399,399,399,399,415,451,415
1854,512,463,480,480,480,512,480,543,480
1855,608,575,572,568,543,543,543,560,543
1856,543,543,543,543,543,543,542,480,540
1857,415,448,451,451,463,463,455,399,463
1858,352,384,384,387,399,399,399,391,399
1859,384,384,384,384,391,391,391,391,399
1860,319,384,384,384,387,387,387,391,391
1861,384,384,387,391,391,399,399,415,399
1862,415,399,415,415,448,448,448,480,448
1863,527,512,512,512,512,512,512,563,512
1864,639,608,575,575,575,575,575,575,575
1865,575,575,575,575,568,572,568,496,568
1866,448,463,463,463,480,480,480,399,480
1867,319,384,384,384,391,391,391,384,391
1868,255,319,352,384,384,384,384,384,384
1869,255,319,352,352,384,384,384,384,384
1870,352,352,384,384,384,384,385,448,387
1871,512,448,455,463,455,455,463,519,455
1872,575,543,543,543,540,536,542,543,527
1873,543,543,543,543,540,543,540,480,527
1874,384,415,448,448,448,448,448,384,448
1875,241,255,255,319,319,319,319,255,352
1876,254,255,255,255,255,312,319,384,319
1877,448,391,412,415,415,415,415,518,415
1878,639,575,568,569,560,543,560,624,543
1879,768,704,639,639,639,639,639,624,636
1880,632,636,608,611,608,575,608,511,575
1881,449,496,483,487,496,487,487,415,487
1882,255,352,384,384,384,384,384,384,384
1883,255,255,319,319,352,384,384,385,384
1884,387,384,385,391,391,399,399,463,399
1885,542,512,512,512,512,512,512,542,512
1886,575,572,560,560,560,543,543,543,543
1887,575,575,560,561,560,543,543,543,543
1888,511,543,527,527,527,527,527,480,527
1889,385,448,448,448,448,448,448,385,448
1890,255,319,352,384,384,384,384,384,384
1891,319,319,384,384,384,384,384,391,384
1892,384,384,391,391,399,399,399,448,399
1893,463,448,451,451,455,455,463,481,462
1894,512,512,512,512,512,512,512,512,512
1895,543,527,519,519,519,519,519,543,519
1896,575,569,543,543,543,543,543,519,543
1897,483,508,504,504,504,504,504,448,504
1898,384,391,412,414,415,415,415,391,415
1899,319,352,384,384,384,384,384,391,384
1900,384,384,387,391,391,399,399,412,399
1901,384,384,391,391,399,399,399,399,412
1902,384,384,391,391,399,412,412,448,415
1903,455,448,448,448,451,455,455,512,455
1904,527,513,512,512,512,512,512,513,512
1905,504,512,508,508,511,508,508,463,505
1906,391,415,448,448,448,448,448,384,448
1907,255,318,319,352,384,384,384,255,384
1908,195,227,255,255,255,255,255,255,255
1909,255,255,255,255,316,319,319,391,319
1910,448,399,415,415,448,448,448,527,448
1911,639,608,575,575,575,575,575,639,574
1912,776,768,704,704,704,704,671,639,639
1913,636,639,632,624,624,624,624,496,608
1914,384,448,448,448,448,448,448,384,448
1915,224,252,255,255,255,255,255,255,318
1916,224,227,255,255,255,255,255,319,255
1917,255,255,316,319,319,319,319,387,352
1918,399,385,391,399,415,415,415,512,414
1919,543,524,515,515,519,519,524,568,512
1920,624,608,575,575,575,575,575,543,574
1921,511,543,543,543,527,540,537,455,527
1922,384,399,412,415,415,415,415,384,415
1923,224,255,255,255,255,255,255,255,319
1924,127,192,224,231,255,252,255,255,255
1925,255,241,255,255,255,255,255,415,255
1926,512,512,512,512,512,512,512,575,512
1927,768,639,639,639,625,639,625,634,626
1928,639,639,636,636,624,624,612,511,624
1929,448,480,480,480,480,480,480,387,480
1930,255,255,352,319,384,352,384,319,384
1931,255,255,255,255,319,318,319,384,319
1932,319,319,352,352,384,384,384,391,384
1933,387,387,399,399,412,412,415,448,415
1934,399,415,448,448,448,448,448,448,448
1935,384,399,415,415,415,415,415,391,448
1936,255,319,384,384,384,384,384,384,384
1937,319,319,384,384,384,384,384,415,384
1938,512,448,448,448,448,448,449,519,448
1939,608,574,543,543,543,543,543,561,542
1940,575,575,568,568,543,560,561,483,543
1941,384,448,451,448,451,448,451,352,455
1942,192,248,255,255,255,255,255,255,319
1943,240,225,255,255,255,255,255,412,255
1944,536,512,512,512,512,512,512,575,512
1945,768,639,634,639,627,632,632,639,608
1946,712,704,639,639,639,639,639,563,639
1947,480,511,511,511,511,511,511,414,511
1948,255,384,384,384,384,384,384,319,384
1949,199,252,255,255,255,255,255,352,255
1950,384,319,352,384,384,384,384,451,384
1951,537,512,512,512,512,512,512,543,512
1952,639,575,575,575,575,575,575,608,574
1953,639,639,624,624,612,624,608,543,608
1954,480,511,511,511,511,510,508,415,508
1955,255,384,384,384,384,384,384,319,384
1956,195,252,255,255,255,255,255,319,255
1957,319,255,319,319,352,352,384,448,384
1958,512,512,512,512,512,512,480,543,480
1959,639,575,575,575,575,575,575,624,575
1960,704,639,639,638,639,639,632,574,632
1961,511,560,511,511,511,511,511,448,511
1962,255,384,384,385,384,384,391,319,384
1963,227,255,255,255,255,255,319,255,319
1964,255,255,255,255,316,319,319,384,319
1965,391,384,384,384,391,391,391,512,399
1966,568,519,512,512,526,524,512,543,519
1967,575,575,543,543,568,561,543,519,560
1968,505,511,511,511,511,511,511,480,511
1969,448,448,455,455,451,451,455,448,454
1970,384,399,415,415,415,414,415,387,415
1971,255,319,384,384,384,384,384,384,384
1972,255,255,319,335,352,352,384,384,384
1973,384,352,384,384,384,384,384,448,384
1974,512,512,463,480,512,512,512,540,512
1975,608,575,568,568,569,568,543,575,561
1976,639,632,608,608,608,575,575,575,575
1977,575,608,575,575,575,572,574,496,568
1978,399,448,455,451,448,449,455,384,451
1979,248,255,319,319,319,319,319,319,319
1980,254,255,255,255,255,318,319,384,319
1981,319,319,352,384,384,384,384,415,384
1982,451,448,448,448,448,448,448,512,448
1983,575,568,543,543,543,543,542,543,543
1984,563,572,543,543,543,543,543,504,543
1985,463,480,483,481,480,480,480,448,480
1986,391,399,415,415,415,415,415,415,448
1987,384,384,391,391,391,399,399,399,399
1988,352,384,384,384,387,387,391,384,399
1989,255,319,384,384,384,384,384,384,384
1990,255,255,319,352,384,384,384,399,384
1991,448,399,412,415,415,415,448,512,415
1992,524,512,512,512,512,512,512,519,512
1993,568,543,527,527,527,527,527,540,527
1994,543,543,543,540,537,527,540,508,536
1995,463,496,496,496,487,483,487,448,487
1996,319,384,391,391,391,391,391,384,399
1997,224,255,255,255,319,319,319,255,319
1998,192,224,254,255,255,255,255,255,255
1999,255,255,255,255,255,316,319,415,319
2000,512,448,448,448,512,455,455,561,455
2001,704,639,608,608,608,608,608,624,575
2002,639,639,633,625,624,624,624,511,609
2003,448,496,499,483,483,487,487,384,496
2004,192,255,255,255,255,255,318,252,319
2005,103,127,193,199,224,224,224,255,240
2006,241,224,254,255,255,255,255,415,255
2007,543,512,512,512,512,512,512,608,512
2008,768,704,639,639,639,639,639,704,638
2009,792,768,768,704,704,704,704,639,671
2010,624,639,636,624,614,611,608,480,608
2011,319,391,415,415,412,412,414,255,448
2012,127,192,241,252,248,252,255,224,255
2013,127,127,195,224,224,224,227,255,241
2014,384,255,319,319,352,384,384,513,384
2015,639,575,543,543,568,574,560,639,543
2016,768,705,639,639,639,639,639,608,636
2017,575,624,575,575,575,575,575,480,575
2018,399,448,455,455,448,448,449,384,455
2019,255,255,319,384,319,319,384,255,384
2020,193,224,255,255,255,255,255,255,255
2021,255,252,255,255,255,255,255,384,319
2022,387,384,384,384,391,399,399,512,391
2023,575,540,519,515,527,527,519,611,512
2024,768,671,639,639,639,639,624,624,624
2025,624,639,624,610,608,608,575,496,575
2026,415,451,480,463,455,455,463,384,480
2027,255,255,319,319,319,319,384,319,384
2028,248,255,255,255,255,316,319,319,319
2029,255,255,255,318,319,319,319,384,319
2030,384,352,384,384,384,384,384,448,384
2031,512,512,463,480,512,512,463,527,463
2032,575,575,543,543,560,543,543,543,542
2033,543,543,543,543,542,536,536,455,527
2034,384,415,448,448,448,448,448,352,448
2035,224,254,255,255,255,255,319,255,319
2036,192,192,227,231,248,255,255,319,255
2037,384,319,319,352,384,384,384,512,384
2038,540,512,512,512,512,512,512,569,512
2039,639,624,575,575,575,575,575,575,575
2040,575,575,575,575,575,572,568,504,568
2041,480,496,496,487,487,481,496,448,496
2042,399,415,448,448,448,448,448,399,448
2043,319,384,384,384,384,384,387,384,391
2044,319,319,352,352,384,384,384,391,384
2045,387,384,391,391,399,399,399,448,399
2046,448,448,448,448,448,448,448,451,448
2047,455,451,451,455,455,455,451,480,455
2048,512,483,512,512,487,481,481,496,481
2049,496,496,496,496,496,496,512,463,496
2050,412,448,448,448,448,448,455,391,451
2051,255,352,384,384,384,384,384,319,385
2052,224,255,255,255,255,255,319,255,319
2053,231,255,255,255,255,255,255,384,255
2054,319,255,319,352,352,384,384,399,384
2055,415,391,399,415,414,415,415,451,415
2056,463,449,451,455,455,455,455,463,455
2057,448,449,451,451,451,451,455,448,455
2058,384,399,399,399,399,412,415,384,415
2059,255,319,384,384,384,384,384,384,384
2060,255,255,319,319,319,319,384,384,384
2061,255,255,319,352,384,384,384,384,384
2062,384,384,384,384,384,384,384,412,385
2063,387,391,399,399,412,414,415,415,415
2064,391,399,415,415,415,415,448,415,448
2065,384,391,399,399,399,412,415,399,415
2066,352,384,384,384,385,391,391,384,391
2067,255,319,352,352,384,384,384,319,384
2068,255,255,255,319,319,319,319,387,352
2069,448,391,399,415,415,415,415,524,415
2070,639,575,568,568,568,563,543,624,543
2071,768,671,639,639,639,639,632,611,624
2072,639,639,624,611,608,608,575,543,575
2073,543,560,543,543,543,511,543,496,540
2074,449,480,480,480,480,480,480,415,480
2075,384,384,391,391,391,391,399,391,414
2076,384,384,387,391,391,391,399,448,399
2077,455,448,448,448,448,449,449,480,449
2078,512,481,480,481,480,481,480,512,480
2079,568,543,540,536,527,527,524,543,519
2080,575,574,568,560,543,543,543,511,543
2081,508,511,511,508,504,504,508,480,508
2082,480,480,480,480,480,480,480,480,480
2083,463,463,463,463,463,463,480,455,480
2084,448,448,448,448,448,448,451,448,451
2085,448,448,448,448,448,448,448,480,448
2086,512,483,483,512,483,483,481,542,481
2087,639,575,575,575,572,569,563,608,560
2088,704,639,639,632,624,624,624,575,614
2089,572,575,572,568,543,543,543,496,543
2090,448,455,455,463,455,455,462,415,480
2091,352,384,384,387,387,387,391,384,399
2092,255,319,319,384,384,384,384,399,384
2093,448,415,448,448,448,448,448,512,448
2094,575,543,543,527,536,527,536,575,527
2095,639,632,624,608,608,575,608,575,575
2096,575,575,575,575,568,562,568,480,560
2097,391,448,448,448,448,448,448,387,448
2098,352,384,384,384,384,384,384,399,385
2099,399,387,399,399,412,415,414,455,415
2100,512,512,480,512,480,480,480,515,480
2101,574,543,543,527,536,527,527,560,527
2102,624,575,575,568,568,568,568,575,561
2103,639,632,624,608,575,575,575,608,575
2104,632,626,608,575,575,575,575,511,575
2105,483,511,504,511,504,504,504,415,504
2106,319,384,384,391,385,385,391,384,391
2107,384,384,384,384,387,387,391,448,391
2108,512,480,512,480,512,480,512,524,512
2109,575,543,543,540,543,542,542,543,543
2110,575,568,563,543,543,543,543,543,543
2111,575,575,572,543,543,543,543,543,543
2112,574,568,543,543,543,543,542,526,540
2113,511,511,511,519,511,511,511,480,510
2114,415,449,448,455,449,449,451,385,448
2115,255,352,384,384,384,384,384,384,384
2116,384,384,384,384,384,384,384,448,384
2117,512,455,480,463,480,512,512,527,512
2118,608,561,568,543,543,543,543,568,543
2119,625,575,575,575,574,575,574,575,568
2120,639,611,575,575,575,575,575,572,575
2121,575,575,572,568,561,560,561,511,543
2122,504,511,511,511,511,508,511,448,511
2123,384,415,415,448,415,415,448,384,448
2124,255,319,384,384,384,384,384,384,384
2125,319,319,384,384,384,384,384,387,384
2126,391,384,387,387,391,399,399,512,399
2127,575,512,512,512,512,512,512,575,512
2128,704,639,624,609,608,575,575,632,575
2129,704,671,639,639,636,632,624,575,624
2130,511,575,568,560,543,543,543,448,543
2131,316,384,387,391,391,399,399,352,412
2132,255,255,319,319,319,352,384,384,384
2133,387,384,385,387,391,391,399,480,399
2134,540,512,512,512,512,512,512,543,512
2135,638,575,575,575,568,560,543,575,543
2136,639,632,624,611,608,575,575,600,575
2137,639,626,624,608,575,575,575,575,575
2138,608,575,575,575,574,572,572,560,568
2139,575,575,574,568,568,560,561,543,543
2140,542,543,543,536,540,540,540,480,540
2141,399,448,448,448,448,455,455,387,455
2142,318,319,384,384,384,384,384,384,384
2143,384,384,384,384,385,387,387,512,391
2144,575,519,519,519,515,512,512,624,512
2145,768,704,639,639,639,639,637,639,636
2146,704,704,639,639,639,638,636,572,632
2147,511,575,560,543,543,543,543,463,543
2148,384,415,415,448,448,448,448,384,448
2149,255,255,319,319,352,384,384,352,384
2150,319,319,352,384,384,384,384,448,384
2151,536,512,512,512,512,512,512,575,512
2152,768,639,639,639,636,632,626,704,624
2153,799,776,768,712,712,704,704,639,704
2154,627,639,624,611,624,609,608,496,608
2155,412,451,455,455,455,455,455,384,463
2156,255,255,319,352,352,352,384,319,384
2157,255,255,255,255,316,319,319,387,319
2158,448,399,412,415,415,415,415,527,448
2159,632,575,568,562,568,543,543,636,543
2160,768,704,639,639,639,639,638,624,632
2161,624,632,609,608,608,575,575,508,575
2162,448,480,480,480,480,480,480,387,480
2163,255,319,384,384,384,384,384,319,384
2164,255,255,255,255,255,255,319,384,319
2165,415,384,391,399,399,399,399,519,414
2166,624,575,543,561,568,543,543,624,543
2167,704,639,639,639,639,625,624,608,624
2168,636,626,608,608,608,575,575,543,575
2169,575,568,560,543,543,543,543,511,543
2170,511,511,511,508,504,508,508,455,504
2171,448,448,448,448,448,448,448,448,448
2172,448,448,448,448,448,448,448,463,448
2173,463,462,463,463,480,480,463,480,480
2174,480,480,480,480,480,480,480,512,480
2175,543,515,512,513,515,512,512,527,512
2176,575,543,543,543,543,540,536,543,536
2177,575,563,543,543,543,543,543,511,543
2178,487,504,504,497,497,504,499,455,496
2179,414,448,448,448,448,448,448,415,448
2180,384,384,391,391,399,399,399,387,399
2181,384,384,384,384,384,387,391,448,387
2182,512,449,451,455,462,451,455,540,462
2183,632,575,568,568,568,543,543,608,543
2184,704,639,636,628,632,611,608,575,611
2185,575,575,575,575,575,572,572,496,568
2186,415,462,480,463,480,480,480,387,480
2187,255,319,384,384,384,384,384,384,384
2188,255,318,319,352,384,384,384,399,384
2189,412,391,399,412,415,415,415,463,415
2190,512,512,512,512,512,512,512,543,512
2191,639,575,568,572,572,560,543,608,560
2192,639,636,624,611,609,575,575,575,575
2193,624,612,575,575,575,575,575,511,575
2194,463,496,504,496,496,499,504,415,487
2195,352,384,399,391,399,412,415,384,399
2196,255,319,384,352,384,384,384,384,384
2197,319,319,384,384,384,384,384,448,384
2198,512,448,448,448,451,448,448,543,449
2199,639,575,575,575,575,568,568,639,568
2200,776,712,671,671,639,639,639,671,639
2201,768,768,704,704,671,639,639,639,639
2202,671,671,639,639,637,636,636,563,626
2203,511,511,543,511,511,511,511,415,511
2204,255,384,384,384,387,399,391,319,391
2205,224,252,255,255,255,255,255,319,318
2206,384,319,352,384,384,384,384,512,384
2207,615,536,527,526,527,515,527,639,524
2208,799,768,704,671,671,639,639,768,639
2209,864,820,781,768,768,768,768,704,768
2210,704,768,704,704,639,639,639,511,639
2211,385,480,463,480,480,481,480,319,480
2212,127,224,255,255,255,255,255,255,255
2213,224,199,241,255,255,255,255,391,255
2214,512,415,448,448,448,448,448,608,448
2215,780,704,639,638,639,632,639,768,638
2216,916,864,797,768,768,768,768,768,768
2217,792,799,768,768,768,768,768,568,768
2218,448,511,511,511,511,511,511,384,511
2219,199,255,255,319,319,319,319,255,319
2220,192,195,241,255,255,255,255,319,255
2221,319,255,319,319,352,319,384,462,384
2222,568,512,512,512,512,512,512,627,512
2223,792,768,671,639,639,639,639,768,639
2224,824,796,768,768,768,768,708,639,704
2225,671,704,639,639,639,639,639,511,639
2226,391,463,463,480,480,480,480,319,480
2227,159,227,255,255,255,255,255,254,255
2228,192,192,227,248,252,255,255,384,255
2229,448,384,391,387,399,391,412,575,399
2230,768,639,636,624,632,608,624,768,608
2231,904,831,792,776,768,768,768,768,768
2232,768,768,716,768,704,704,704,511,704
2233,415,496,487,504,483,504,486,352,504
2234,231,255,255,319,319,319,319,319,384
2235,352,255,352,384,384,384,384,512,384
2236,575,512,512,512,512,512,512,608,512
2237,704,639,626,611,624,608,611,624,608
2238,639,639,608,608,608,575,608,574,575
2239,575,575,568,568,560,560,560,511,543
2240,508,511,510,511,508,511,508,480,511
2241,480,480,480,481,480,483,480,451,487
2242,415,448,448,448,448,449,448,448,449
2243,399,414,448,448,448,448,448,448,448
2244,399,414,415,415,448,448,448,448,448
2245,415,415,415,432,448,448,448,455,448
2246,512,480,480,480,480,480,480,540,480
2247,639,575,575,575,568,575,568,624,572
2248,768,704,639,639,639,639,638,634,638
2249,671,671,639,639,637,639,632,511,632
2250,480,511,511,511,511,511,508,399,508
2251,255,319,384,384,384,384,384,319,384
2252,224,240,255,255,255,255,255,319,255
2253,319,255,319,352,384,384,384,448,384
2254,512,512,512,512,463,512,512,560,512
2255,639,627,575,608,575,575,575,608,575
2256,639,639,624,624,609,624,608,572,608
2257,560,575,561,562,568,560,543,481,543
2258,399,448,448,448,455,449,451,412,451
2259,352,384,384,384,391,387,391,399,399
2260,384,384,384,385,391,391,391,415,399
2261,415,399,415,415,415,448,448,480,448
2262,526,512,512,512,512,512,512,543,512
2263,639,608,575,575,575,575,575,624,572
2264,768,704,639,639,639,639,639,639,636
2265,768,704,671,639,639,639,639,575,639
2266,511,568,543,511,543,511,511,451,511
2267,384,412,415,415,415,448,415,384,448
2268,255,319,352,384,384,384,384,384,384
2269,319,319,384,384,384,384,384,415,384
2270,512,448,448,448,448,448,451,543,448
2271,671,608,608,575,575,575,575,639,575
2272,777,768,704,704,671,639,639,639,639
2273,708,704,671,639,639,639,639,568,639
2274,480,511,511,511,511,511,511,391,511
2275,224,255,319,319,319,384,319,255,384
2276,227,248,255,255,255,255,255,384,255
2277,415,384,387,391,399,399,412,512,399
2278,624,543,543,543,543,542,543,608,537
2279,768,639,639,638,639,624,634,639,614
2280,768,704,671,639,639,639,639,632,639
2281,639,639,632,624,624,611,611,543,608
2282,499,511,511,511,511,511,511,448,511
2283,319,384,391,391,391,399,399,384,399
2284,255,255,319,319,319,352,352,384,384
2285,319,318,319,352,384,384,384,415,384
2286,512,448,448,448,451,448,451,519,448
2287,575,543,543,540,543,540,543,575,540
2288,639,624,575,575,575,575,575,575,575
2289,575,575,575,563,561,568,543,511,560
2290,486,508,504,496,497,499,496,448,497
2291,391,414,415,415,415,448,448,399,448
2292,387,384,399,399,399,399,415,448,412
2293,415,415,448,448,448,448,448,451,448
2294,455,448,448,451,455,455,455,512,455
2295,560,527,519,519,527,515,519,572,524
2296,626,614,575,575,575,575,575,572,575
2297,575,575,575,572,572,568,563,542,568
2298,543,543,543,542,542,540,536,505,527
2299,496,499,504,496,496,497,497,480,496
2300,480,463,480,480,480,480,480,455,480
2301,415,448,448,448,448,451,451,415,449
2302,384,387,399,412,414,415,415,448,415
2303,455,448,448,448,448,448,448,527,448
2304,611,572,543,543,543,543,543,575,543
2305,624,624,575,575,575,575,575,540,575
2306,508,511,511,511,511,511,511,448,511
2307,319,387,399,399,399,415,415,384,399
2308,255,255,352,352,384,384,384,384,384
2309,384,384,384,384,387,391,391,448,391
2310,512,455,455,463,463,463,463,543,480
2311,639,575,575,575,575,568,572,624,572
2312,704,639,639,639,639,632,627,624,624
2313,639,639,632,626,624,611,609,511,608
2314,480,511,511,505,504,511,508,415,504
2315,319,384,387,384,391,399,399,384,399
2316,255,255,319,319,319,384,352,384,384
2317,384,384,384,384,384,384,387,451,391
2318,512,455,480,512,512,463,512,540,480
2319,608,574,572,572,569,543,560,575,543
2320,608,575,575,575,575,572,575,543,568
2321,543,543,543,543,542,543,536,481,511
2322,448,463,455,455,462,480,455,448,463
2323,391,399,414,415,415,448,415,415,448
2324,391,399,414,415,415,448,415,448,448
2325,448,415,448,448,448,448,448,480,448
2326,512,480,483,483,487,480,483,540,480
2327,624,575,575,572,568,543,543,608,543
2328,704,639,639,639,636,624,624,639,614
2329,768,704,639,639,639,639,636,636,633
2330,704,671,639,639,638,636,627,575,624
2331,574,575,574,572,568,572,568,463,560
2332,384,412,415,415,448,448,448,384,448
2333,255,255,255,319,319,319,352,352,319
2334,384,319,384,384,384,384,384,512,384
2335,575,526,519,524,524,512,512,627,515
2336,782,768,704,671,671,639,639,768,639
2337,864,824,768,768,768,768,768,704,768
2338,768,768,704,704,704,704,671,511,639
2339,415,483,487,483,483,504,504,384,483
2340,192,241,255,255,255,255,319,255,255
2341,225,224,255,255,255,255,255,391,255
2342,512,448,448,448,448,448,448,575,448
2343,780,704,639,639,639,632,627,768,636
2344,896,831,781,776,768,768,768,768,768
2345,831,826,776,768,768,768,768,639,768
2346,575,639,624,611,608,624,611,455,575
2347,255,384,384,384,385,399,399,255,391
2348,127,192,224,227,248,255,255,255,255
2349,319,255,313,319,319,319,319,512,319
2350,624,543,540,540,537,519,527,632,527
2351,776,768,704,704,671,639,639,639,639
2352,768,768,704,704,639,639,639,624,639
2353,636,639,624,611,608,608,608,511,575
2354,508,511,511,511,511,511,511,455,511
2355,384,399,415,415,448,448,448,399,448
2356,384,384,384,384,387,391,391,448,399
2357,455,448,448,448,448,448,448,519,448
2358,632,575,572,563,560,543,543,632,543
2359,780,768,704,671,639,639,639,704,639
2360,768,768,768,705,704,704,671,614,671
2361,511,575,575,575,575,575,572,451,568
2362,319,384,387,391,399,412,399,352,399
2363,255,255,316,319,319,319,352,391,352
2364,449,399,415,415,415,415,448,543,448
2365,671,624,608,575,575,575,575,671,575
2366,831,796,768,768,768,768,706,768,704
2367,792,799,768,768,768,768,712,608,704
2368,510,575,511,511,511,562,511,415,511
2369,255,319,384,384,384,387,384,319,384
2370,227,248,255,255,255,255,319,352,319
2371,319,255,319,352,384,384,384,463,384
2372,575,515,513,512,512,512,512,624,512
2373,768,704,671,639,639,639,639,639,639
2374,708,768,704,639,639,639,639,575,639
2375,560,575,574,572,561,568,560,504,560
2376,487,496,496,504,496,499,496,480,496
2377,480,463,480,480,480,481,480,496,480
2378,513,512,496,512,512,512,512,512,512
2379,483,497,499,497,496,496,496,455,496
2380,399,448,448,448,448,448,448,448,448
2381,448,448,448,448,448,448,448,487,448
2382,527,512,512,512,512,512,512,540,512
2383,575,560,543,543,543,542,543,575,543
2384,639,611,575,575,575,575,575,575,575
2385,608,608,575,575,575,575,575,543,575
2386,511,543,542,543,540,543,537,481,540
2387,415,449,455,463,455,480,463,399,463
2388,319,384,384,384,384,391,387,384,387
2389,384,384,384,384,384,387,387,463,387
2390,527,512,512,512,512,512,512,575,512
2391,768,639,638,624,632,624,624,704,624
2392,831,776,768,768,768,768,704,712,707
2393,768,768,768,704,704,704,704,575,704
2394,496,511,511,511,511,511,511,384,511
2395,255,255,319,384,352,384,384,255,384
2396,240,248,255,255,255,255,255,387,255
2397,512,412,415,415,448,415,448,575,448
2398,768,639,638,627,633,624,625,768,632
2399,896,828,776,768,768,768,768,708,768
2400,768,768,704,704,639,639,639,511,639
2401,480,504,511,511,504,511,508,384,499
2402,255,319,384,384,384,384,384,255,384
2403,241,255,255,255,255,255,319,384,318
2404,387,384,384,384,387,384,391,527,391
2405,639,575,568,575,575,560,568,704,575
2406,824,776,768,768,712,704,704,707,708
2407,768,768,768,704,704,704,704,575,671
2408,511,511,511,511,511,511,511,448,511
2409,399,415,448,448,448,448,448,415,448
2410,399,391,415,415,415,448,448,463,415
2411,512,512,480,512,512,480,480,527,512
2412,527,536,524,527,527,519,524,511,527
2413,481,496,487,497,496,496,496,487,497
2414,496,480,481,496,483,483,487,512,487
2415,527,512,512,512,512,512,512,527,512
2416,575,543,543,543,543,543,543,568,543
2417,608,575,575,575,575,575,572,511,568
2418,480,511,511,511,508,510,510,415,504
2419,319,384,387,399,399,399,412,384,399
2420,255,255,319,319,319,352,352,384,384
2421,319,319,319,384,384,384,384,451,384
2422,519,512,512,512,512,512,512,608,512
2423,768,671,639,639,639,632,639,716,636
2424,831,799,768,768,768,768,768,671,712
2425,704,704,671,639,639,639,639,511,639
2426,480,511,504,511,508,511,504,399,504
