index,salt-9gpl-freq-131khz,salt-13gpl-freq-131khz,salt-17gpl-freq-131khz,salt-21gpl-freq-131khz,salt-24gpl-freq-131khz,salt-28gpl-freq-131khz,salt-32gpl-freq-131khz,salt-36gpl-freq-131khz,salt-40gpl-freq-131khz
1107,387,448,448,448,451,449,451,384,462
1108,255,255,319,319,352,352,384,384,384
1109,384,319,384,384,384,384,384,512,384
1110,568,512,512,515,512,515,513,608,512
1111,768,639,639,639,639,639,632,639,624
1112,768,768,704,704,639,671,639,639,639
1113,768,704,639,639,639,639,639,624,639
1114,608,633,609,608,608,608,608,511,575
1115,448,496,487,480,483,480,483,448,496
1116,387,415,448,415,448,448,448,448,448
1117,448,448,448,448,448,448,448,480,451
1118,483,463,480,481,480,481,481,540,481
1119,608,560,543,572,560,563,560,608,543
1120,639,639,625,632,624,624,624,575,608
1121,624,624,575,575,575,575,575,543,575
1122,568,575,543,543,543,543,543,526,543
1123,511,511,511,511,511,511,511,504,511
1124,504,508,504,504,504,504,504,497,504
1125,480,483,496,496,496,487,496,480,496
1126,448,448,451,455,455,455,455,480,455
1127,512,480,480,487,487,512,512,537,483
1128,575,543,543,543,543,543,543,575,543
1129,639,639,624,624,609,608,612,608,608
1130,611,624,608,608,575,575,575,543,575
1131,511,511,511,511,511,527,527,480,527
1132,399,448,448,448,448,448,448,448,448
1133,385,391,414,414,415,415,415,448,423
1134,448,448,448,448,448,448,448,512,451
1135,543,512,515,519,513,512,515,574,519
1136,639,612,608,608,575,575,575,575,575
1137,572,575,575,575,572,575,575,511,575
1138,448,487,483,483,483,496,496,448,496
1139,319,384,387,387,399,399,399,399,399
1140,384,384,387,391,399,399,412,463,414
1141,512,512,512,512,512,512,512,527,512
1142,575,543,543,543,543,543,543,575,543
1143,671,639,632,626,614,611,624,624,611
1144,671,639,639,639,636,632,632,608,624
1145,608,624,608,608,575,575,575,511,575
1146,463,510,508,499,508,510,504,449,504
1147,384,412,448,415,448,448,448,414,448
1148,384,384,387,391,399,399,399,448,399
1149,448,415,448,448,448,448,451,512,451
1150,540,513,515,519,512,513,524,543,519
1151,624,575,575,575,575,575,575,575,575
1152,639,639,624,624,609,608,608,572,608
1153,511,543,543,543,543,543,543,480,511
1154,384,448,448,448,448,448,448,391,448
1155,255,319,384,384,384,384,384,387,384
1156,385,384,391,391,399,399,412,512,414
1157,527,512,512,512,512,512,512,568,512
1158,639,624,608,608,575,575,608,638,575
1159,704,704,639,639,639,639,639,608,639
1160,511,575,575,575,575,575,569,480,572
1161,384,448,448,448,448,448,448,384,448
1162,252,255,319,319,352,384,352,384,384
1163,352,319,384,384,384,384,384,512,384
1164,568,512,519,515,512,512,518,575,512
1165,639,626,624,611,608,575,608,575,575
1166,608,611,608,575,575,575,575,543,575
1167,504,511,511,527,527,527,511,463,511
1168,384,415,412,415,448,448,448,387,448
1169,318,319,384,384,384,384,384,415,384
1170,415,399,415,415,448,448,448,512,448
1171,512,512,512,512,512,512,512,508,512
1172,512,504,511,508,510,504,510,519,508
1173,568,543,542,542,537,540,537,568,527
1174,624,608,575,575,575,575,575,575,572
1175,609,608,575,575,575,575,575,560,575
1176,575,572,543,543,543,543,543,543,543
1177,608,575,572,568,563,560,568,575,568
1178,608,575,575,575,575,575,575,543,575
1179,511,543,543,543,543,537,540,511,536
1180,504,508,511,511,511,508,508,504,505
1181,483,496,496,497,504,499,496,483,496
1182,480,480,480,480,480,481,480,512,480
1183,543,519,519,515,513,519,515,543,519
1184,608,575,575,572,568,568,568,575,568
1185,639,624,608,608,575,575,575,574,575
1186,560,575,569,568,568,561,568,487,560
1187,415,455,462,463,480,463,480,448,480
1188,415,415,448,448,448,448,448,481,448
1189,512,512,512,512,512,512,512,543,512
1190,575,543,543,543,543,543,543,575,543
1191,624,575,575,575,575,575,575,608,575
1192,671,639,632,624,624,624,609,624,608
1193,639,639,632,632,624,624,624,575,612
1194,575,608,575,575,575,575,575,511,575
1195,448,496,483,483,496,483,496,448,496
1196,384,391,399,412,415,415,415,391,415
1197,352,384,384,384,387,391,391,448,399
1198,451,448,448,448,448,451,449,519,451
1199,572,527,527,527,527,527,527,575,527
1200,639,624,608,608,575,575,575,608,575
1201,624,624,608,575,575,575,575,563,575
1202,543,568,543,543,543,543,543,496,543
1203,448,480,480,480,480,480,483,451,481
1204,415,448,448,448,449,449,455,455,451
1205,448,448,449,455,455,463,463,480,463
1206,480,455,480,480,480,480,480,526,480
1207,575,543,543,543,543,543,542,575,540
1208,639,639,624,611,608,608,608,632,575
1209,671,639,639,638,632,632,632,575,624
1210,568,575,575,575,575,575,575,480,575
1211,391,448,448,451,455,451,455,415,463
1212,384,384,399,412,415,415,415,451,415
1213,512,448,455,455,480,463,480,543,480
1214,624,575,575,568,568,569,572,608,543
1215,639,638,624,624,608,609,609,575,575
1216,575,575,575,575,575,575,575,540,575
1217,504,527,511,511,511,511,511,455,511
1218,384,415,415,448,448,448,448,387,448
1219,319,352,384,384,384,384,384,412,387
1220,399,391,412,415,415,415,415,480,448
1221,512,480,480,480,480,512,512,515,480
1222,543,527,527,527,527,527,527,540,526
1223,543,543,540,543,537,540,542,540,527
1224,543,543,543,543,543,540,542,527,540
1225,527,536,527,527,527,526,511,519,527
1226,526,519,519,511,524,519,515,527,519
1227,543,537,527,527,527,527,527,527,527
1228,504,511,519,519,519,519,519,463,519
1229,384,415,448,448,448,448,449,385,449
1230,255,319,384,384,384,384,384,385,384
1231,384,384,384,387,391,391,399,449,399
1232,480,455,455,455,463,463,463,519,463
1233,575,543,543,543,543,540,540,575,536
1234,639,639,624,608,609,575,575,575,575
1235,560,575,575,572,569,568,568,499,568
1236,448,463,480,480,480,481,483,415,483
1237,319,384,384,391,391,399,399,399,412
1238,385,384,391,399,399,415,415,463,415
1239,512,512,512,512,512,512,512,543,512
1240,632,608,575,575,575,572,569,608,572
1241,639,639,624,624,611,575,575,575,575
1242,575,575,575,575,575,575,575,511,572
1243,480,504,504,504,504,510,510,448,505
1244,384,391,412,415,415,448,448,448,448
1245,448,415,448,448,448,448,448,512,449
1246,572,543,527,540,536,527,527,575,527
1247,671,639,624,626,624,608,608,637,611
1248,671,671,639,639,639,638,632,568,638
1249,504,511,511,511,511,511,511,448,511
1250,255,384,391,387,391,399,399,319,399
1251,240,255,255,255,316,319,319,384,319
1252,384,352,384,384,384,384,387,512,391
1253,560,527,512,526,526,515,524,624,526
1254,768,704,639,639,639,639,639,639,639
1255,768,712,671,671,639,639,639,575,639
1256,575,608,575,575,575,575,575,508,575
1257,455,480,496,480,480,483,483,448,483
1258,384,384,399,399,399,415,415,384,415
1259,255,255,352,352,384,384,384,384,384
1260,255,255,319,352,384,384,384,415,384
1261,448,448,448,448,448,448,449,515,451
1262,543,543,527,540,540,543,540,572,543
1263,624,608,575,575,575,575,575,575,575
1264,624,624,608,575,575,575,575,560,575
1265,511,543,543,543,543,543,543,480,542
1266,391,448,448,448,448,448,448,384,448
1267,255,255,319,319,384,384,384,319,384
1268,231,255,255,255,255,319,319,384,319
1269,384,352,384,384,385,387,387,512,391
1270,608,543,543,543,543,542,543,639,543
1271,768,768,704,671,639,639,639,704,639
1272,768,768,768,704,704,704,704,639,671
1273,639,639,639,632,624,624,624,497,609
1274,384,448,448,448,455,463,451,352,451
1275,224,255,255,255,319,319,319,255,319
1276,224,224,255,255,255,255,255,384,255
1277,399,384,391,391,399,399,412,543,415
1278,639,612,608,608,575,575,575,671,575
1279,781,768,768,768,704,704,704,638,704
1280,608,639,632,624,624,624,609,463,608
1281,319,391,412,415,448,448,415,319,415
1282,227,255,255,255,255,319,255,352,319
1283,255,255,319,319,384,384,384,415,384
1284,415,399,415,448,448,448,448,512,448
1285,519,512,512,512,512,512,512,543,512
1286,608,575,575,575,568,568,572,560,561
1287,543,563,561,561,543,543,543,504,543
1288,480,487,496,496,496,496,496,480,496
1289,448,454,455,455,480,480,463,480,480
1290,448,455,463,463,480,480,480,451,480
1291,384,415,448,448,448,448,448,415,448
1292,384,384,391,399,399,399,415,448,412
1293,415,415,448,448,448,448,448,480,448
1294,512,480,481,483,480,480,481,512,483
1295,543,519,524,526,519,515,515,543,519
1296,575,568,561,560,560,543,543,543,543
1297,543,563,543,543,543,543,543,487,543
1298,399,448,455,455,463,463,480,391,480
1299,255,319,384,384,384,384,387,384,385
1300,255,255,319,352,384,384,384,415,384
1301,512,415,448,448,448,448,448,543,448
1302,639,575,575,575,575,575,568,624,568
1303,704,639,639,639,632,628,624,632,624
1304,671,639,639,639,633,632,625,575,624
1305,575,608,575,575,575,575,575,527,575
1306,504,511,511,511,511,511,511,480,511
1307,399,448,448,448,455,449,455,412,455
1308,352,384,384,385,399,391,399,415,399
1309,448,415,448,448,448,448,448,515,448
1310,575,543,543,543,527,543,527,608,527
1311,704,639,639,639,624,632,624,632,624
1312,639,639,637,637,624,624,624,563,624
1313,511,543,543,543,543,511,543,463,543
1314,384,415,448,448,448,448,451,384,451
1315,255,319,384,384,384,384,384,399,384
1316,448,399,415,415,448,448,448,527,448
1317,624,575,568,569,543,563,543,624,543
1318,704,639,639,639,627,632,624,639,624
1319,704,704,639,639,639,639,639,608,639
1320,575,612,575,575,575,575,575,511,575
1321,483,511,511,508,511,508,511,449,511
1322,384,399,415,415,448,448,448,415,448
1323,384,384,399,399,414,415,415,448,415
1324,415,448,448,448,448,448,448,480,448
1325,512,480,480,483,480,480,480,540,480
1326,611,575,563,572,568,560,543,608,561
1327,671,639,633,636,632,624,624,632,624
1328,704,639,639,639,638,632,632,608,632
1329,575,608,575,575,575,575,575,497,575
1330,391,448,451,451,455,463,463,384,455
1331,255,255,319,319,352,384,384,319,384
1332,252,255,255,316,255,319,319,384,319
1333,384,384,384,387,387,391,391,519,399
1334,639,575,569,572,568,543,543,671,568
1335,820,768,768,768,768,704,704,712,704
1336,776,768,768,768,768,704,704,638,704
1337,636,639,628,624,624,624,624,511,608
1338,448,480,483,483,496,496,496,415,483
1339,384,384,399,399,414,415,415,399,415
1340,384,384,385,391,391,399,399,415,399
1341,399,399,412,415,415,415,415,512,448
1342,543,512,512,513,512,512,512,611,518
1343,768,639,639,639,639,636,639,639,639
1344,704,704,639,639,639,639,639,575,639
1345,511,568,543,543,543,543,543,448,511
1346,319,384,387,399,399,399,399,384,399
1347,255,255,319,319,384,384,352,384,384
1348,384,384,384,387,391,391,399,512,399
1349,574,519,527,519,519,519,527,608,519
1350,671,639,632,624,624,612,624,632,611
1351,671,639,639,636,632,627,632,575,624
1352,575,608,575,575,575,575,575,496,575
1353,399,455,455,480,480,480,455,384,480
1354,255,319,352,384,384,384,384,384,384
1355,319,319,384,384,384,384,384,415,384
1356,415,399,415,415,415,448,448,512,448
1357,527,512,512,512,512,512,512,543,512
1358,575,543,543,543,543,543,543,560,543
1359,575,575,568,568,568,568,568,572,560
1360,608,575,575,575,575,575,575,543,568
1361,511,543,543,543,543,543,542,480,543
1362,384,448,448,448,448,448,448,384,448
1363,255,255,319,319,352,384,384,319,384
1364,255,255,318,319,319,319,352,415,384
1365,512,415,448,448,448,448,449,560,449
1366,639,575,608,608,575,575,575,638,575
1367,768,704,639,639,639,639,639,639,639
1368,704,704,639,639,639,639,639,575,639
1369,575,612,575,575,575,575,575,511,575
1370,481,511,508,504,508,508,504,451,511
1371,384,415,415,415,448,448,448,415,448
1372,384,385,399,399,415,412,415,448,415
1373,415,399,448,448,448,448,448,480,448
1374,515,512,512,512,512,512,512,540,512
1375,575,543,543,560,543,543,543,568,543
1376,608,575,575,575,575,575,572,543,572
1377,543,568,543,543,543,543,543,511,543
1378,508,511,511,510,511,511,511,480,510
1379,448,463,463,463,480,463,480,463,480
1380,451,451,455,463,480,463,480,480,480
1381,480,463,480,480,480,480,481,512,480
1382,524,512,515,518,513,515,513,526,512
1383,527,527,527,527,527,527,527,527,519
1384,543,540,537,536,527,527,527,542,526
1385,543,560,543,543,543,543,542,511,542
1386,480,497,496,496,504,496,499,448,496
1387,391,415,415,448,448,448,448,448,448
1388,391,399,415,415,448,448,448,448,448
1389,399,414,448,448,448,448,448,455,448
1390,455,448,455,463,455,463,463,512,463
1391,543,527,527,524,515,526,519,543,519
1392,575,574,568,543,543,543,543,527,543
1393,504,511,511,511,511,511,511,451,511
1394,384,399,415,415,448,448,448,384,448
1395,248,255,319,319,352,352,384,319,384
1396,255,255,255,255,319,319,319,391,319
1397,412,384,399,399,399,415,415,527,415
1398,639,575,575,575,572,572,568,639,575
1399,768,768,704,704,639,639,639,671,671
1400,768,768,704,671,639,639,639,608,639
1401,575,608,575,575,575,575,575,463,575
1402,352,391,415,448,448,448,448,319,415
1403,199,240,255,255,255,255,255,319,316
1404,255,255,255,319,319,319,319,399,352
1405,415,399,399,415,415,415,415,512,448
1406,568,543,526,526,519,519,519,575,536
1407,639,639,624,608,608,608,608,608,609
1408,632,639,624,609,608,608,608,511,608
1409,480,508,511,511,511,511,511,415,504
1410,255,319,384,384,384,387,391,319,384
1411,192,224,255,255,255,255,255,255,255
1412,240,231,255,255,255,255,312,412,316
1413,512,448,448,448,448,448,449,575,455
1414,768,639,632,628,624,624,624,639,632
1415,704,704,639,639,639,639,639,574,639
1416,511,511,543,543,511,511,511,448,511
1417,384,387,415,415,448,448,415,384,415
1418,255,319,384,384,384,384,384,384,384
1419,319,352,384,384,384,385,387,415,387
1420,385,391,399,415,415,415,448,448,448
1421,384,399,399,415,448,448,448,448,448
1422,399,399,399,415,448,448,448,480,448
1423,512,512,512,512,483,481,487,543,512
1424,608,575,575,574,568,561,568,575,568
1425,575,575,575,575,575,574,572,511,572
1426,448,480,496,483,496,496,483,399,483
1427,255,319,352,384,384,384,384,255,384
1428,224,240,255,255,255,255,255,319,255
1429,319,255,319,384,384,384,384,512,384
1430,575,527,527,519,515,513,524,624,526
1431,768,712,704,639,639,639,639,704,639
1432,780,768,768,768,704,704,704,634,704
1433,575,627,612,609,608,608,575,496,575
1434,391,448,448,448,451,455,448,391,448
1435,255,319,384,384,384,384,384,384,384
1436,255,319,319,384,384,384,384,384,384
1437,319,319,384,384,384,384,384,448,384
1438,512,512,512,480,512,480,512,575,512
1439,768,639,639,632,624,632,624,639,624
1440,768,768,704,671,639,671,639,611,639
1441,575,608,575,575,575,575,575,496,575
1442,399,448,448,455,463,451,455,384,451
1443,241,255,255,319,352,319,384,318,352
1444,248,255,255,255,255,316,319,384,319
1445,384,384,384,384,385,391,391,512,399
1446,575,543,543,527,526,542,527,624,527
1447,704,639,639,639,632,639,626,639,625
1448,768,704,639,639,639,639,639,575,639
1449,511,575,569,575,575,568,572,480,561
1450,415,448,448,455,463,455,463,415,463
1451,384,387,399,399,415,415,415,415,415
1452,385,399,415,415,448,448,448,415,448
1453,384,391,399,399,415,448,415,412,448
1454,384,384,391,399,399,415,415,448,415
1455,451,448,448,448,448,451,451,513,455
1456,543,527,527,527,527,524,527,536,526
1457,526,527,527,527,527,527,527,483,526
1458,448,455,463,480,480,480,480,451,480
1459,415,448,448,448,451,451,455,448,455
1460,399,415,415,448,448,448,448,448,448
1461,448,448,448,448,448,448,449,463,451
1462,480,455,463,480,480,480,480,512,480
1463,543,515,513,512,512,512,512,560,512
1464,608,575,575,575,574,569,568,560,568
1465,511,561,543,543,543,543,543,481,543
1466,448,455,455,480,480,480,480,448,480
1467,384,391,412,415,448,415,448,399,448
1468,384,384,384,387,391,399,399,412,399
1469,391,387,399,399,415,415,415,480,415
1470,512,512,512,512,512,512,512,527,512
1471,543,543,537,527,527,527,527,519,527
1472,519,526,511,519,519,511,519,504,511
1473,496,497,497,504,504,499,504,483,504
1474,463,480,480,481,480,480,483,451,481
1475,399,415,448,448,448,448,448,412,448
1476,319,384,384,387,391,391,399,384,399
1477,255,255,319,319,384,384,384,384,384
1478,316,255,352,352,384,384,384,448,384
1479,512,512,455,463,455,480,463,572,480
1480,639,624,575,614,575,608,575,608,608
1481,632,632,611,624,608,608,575,511,608
1482,463,504,504,504,504,497,504,448,499
1483,384,387,399,399,414,399,415,391,399
1484,319,384,384,384,387,384,391,399,385
1485,384,384,391,391,399,399,415,448,399
1486,399,399,415,415,448,448,448,448,448
1487,399,415,448,448,448,448,448,448,448
1488,384,391,415,415,415,415,448,415,448
1489,384,384,399,399,412,415,415,415,415
1490,384,391,414,415,415,415,448,415,415
1491,384,387,399,399,414,399,415,415,415
1492,412,399,415,415,448,448,448,512,448
1493,527,512,512,512,512,512,512,543,512
1494,572,543,543,543,543,543,543,540,543
1495,543,543,527,537,540,540,527,511,527
1496,504,511,511,511,511,511,510,463,510
1497,399,448,448,448,448,448,449,399,449
1498,384,384,384,387,391,391,399,415,399
1499,399,399,415,415,415,415,448,455,448
1500,448,448,455,455,455,455,455,480,463
1501,512,480,483,512,483,512,512,515,496
1502,543,527,527,527,527,527,519,519,527
1503,496,508,508,508,508,510,508,480,508
1504,448,449,451,455,455,455,463,451,455
1505,448,448,448,448,448,448,451,463,451
1506,448,451,455,455,463,463,480,480,463
1507,448,451,455,455,455,463,480,448,463
1508,352,387,399,414,412,414,415,384,415
1509,316,319,384,384,384,384,384,387,384
1510,384,384,384,387,391,391,391,463,399
1511,543,512,512,512,512,512,512,575,512
1512,768,639,639,624,632,632,611,639,624
1513,704,704,671,639,639,639,639,575,639
1514,483,511,511,511,511,511,511,415,511
1515,248,319,352,384,384,384,384,255,384
1516,103,192,224,240,231,241,255,248,255
1517,192,192,224,241,248,255,255,384,255
1518,512,391,415,415,448,448,415,575,448
1519,768,639,639,636,639,639,624,704,624
1520,780,768,768,768,716,712,704,612,704
1521,511,608,575,575,575,575,575,415,575
1522,255,384,384,384,384,384,391,255,387
1523,103,192,199,231,225,227,255,240,255
1524,127,192,224,227,231,240,255,319,255
1525,255,255,318,319,319,319,319,448,319
1526,519,512,512,512,512,512,512,608,512
1527,768,639,639,632,639,639,624,639,624
1528,705,704,671,639,639,639,639,575,639
1529,511,575,568,569,561,560,568,480,568
1530,391,448,448,448,448,448,451,385,455
1531,255,352,384,384,384,384,384,352,385
1532,255,255,255,319,319,319,352,352,352
1533,255,255,319,319,352,384,384,415,384
1534,512,415,448,448,451,451,448,536,448
1535,608,568,568,543,572,568,543,575,543
1536,608,608,575,575,575,575,575,511,575
1537,455,510,496,504,504,497,504,399,504
1538,255,384,384,384,384,384,387,255,385
1539,195,255,255,255,255,255,255,255,318
1540,195,227,255,255,255,255,255,384,255
1541,384,319,384,384,384,384,384,512,384
1542,612,527,540,527,543,542,524,632,537
1543,768,704,671,639,639,639,639,632,639
1544,624,639,624,624,624,624,609,496,609
1545,384,451,448,448,448,448,463,384,455
1546,248,255,319,319,319,319,384,319,352
1547,255,255,319,319,319,319,384,387,319
1548,384,384,387,391,399,399,399,448,399
1549,449,448,451,455,463,455,455,480,463
1550,448,455,463,463,480,480,480,448,480
1551,384,391,399,399,415,415,415,385,448
1552,319,384,384,384,384,384,384,415,385
1553,448,415,448,448,448,448,448,515,448
1554,575,543,543,543,543,543,542,574,527
1555,575,575,575,575,575,575,572,511,568
1556,415,481,480,480,483,480,483,391,483
1557,255,319,352,352,384,384,384,319,384
1558,231,255,255,255,255,255,319,384,319
1559,384,352,384,384,384,384,384,512,387
1560,639,543,560,560,543,543,543,639,543
1561,799,768,768,706,704,704,671,712,639
1562,792,776,768,768,768,712,704,624,704
1563,511,608,575,575,575,575,575,448,575
1564,255,384,384,384,391,391,415,316,415
1565,192,231,255,255,255,255,255,312,255
1566,255,255,255,316,319,319,319,415,319
1567,512,448,448,449,455,449,448,561,448
1568,639,608,575,608,608,575,575,633,575
1569,704,639,639,639,639,636,625,608,624
1570,608,624,608,575,575,575,575,508,575
1571,448,487,481,480,480,480,496,415,483
1572,384,387,391,399,399,399,415,391,415
1573,352,384,384,385,387,391,399,414,399
1574,399,387,399,414,415,415,415,512,415
1575,560,512,512,515,519,512,512,575,512
1576,639,624,608,608,608,575,575,624,575
1577,704,639,639,639,639,632,627,575,632
1578,560,575,575,568,562,568,568,481,568
1579,399,455,455,451,451,463,480,391,455
1580,255,384,384,384,384,384,384,384,384
1581,352,352,384,384,384,384,385,448,384
1582,448,415,448,448,448,448,448,512,448
1583,575,527,527,536,527,527,527,575,527
1584,639,624,608,608,608,575,575,575,575
1585,543,575,568,568,543,543,543,480,543
1586,387,449,451,449,448,455,455,384,455
1587,255,319,384,384,384,384,384,384,384
1588,352,319,384,384,384,384,384,448,384
1589,512,448,455,455,463,463,463,524,463
1590,575,543,543,543,543,540,536,575,536
1591,671,632,624,624,608,608,575,624,575
1592,639,639,625,624,624,611,611,575,608
1593,575,575,575,575,572,575,575,504,568
1594,448,480,480,480,480,480,480,415,481
1595,352,385,391,399,399,399,412,387,415
1596,319,384,384,384,384,384,385,391,391
1597,384,384,391,391,399,399,399,512,399
1598,543,512,512,512,512,512,512,575,512
1599,671,632,624,611,611,608,608,639,575
1600,768,704,639,639,639,639,639,624,638
1601,624,639,624,624,608,608,608,504,608
1602,385,463,463,480,455,480,455,384,480
1603,224,255,307,255,318,319,319,255,319
1604,231,254,255,255,255,255,316,384,319
1605,352,319,384,384,384,384,384,448,384
1606,512,448,448,449,463,455,463,542,455
1607,639,575,572,568,572,561,568,639,543
1608,768,768,704,639,671,639,639,639,639
1609,639,704,639,639,639,638,632,511,633
1610,448,504,504,511,496,508,496,399,508
1611,255,319,384,384,384,384,384,255,387
1612,195,231,255,255,255,255,255,319,255
1613,255,255,255,255,319,319,319,412,319
1614,448,415,448,415,448,448,448,526,448
1615,637,575,575,543,568,543,560,632,543
1616,768,704,704,639,639,639,639,639,639
1617,639,639,639,639,639,634,627,511,626
1618,387,463,463,480,480,480,480,384,480
1619,192,254,255,255,255,319,318,255,319
1620,127,192,224,241,255,255,255,319,255
1621,384,319,384,384,384,384,384,512,384
1622,639,575,574,543,543,543,560,636,543
1623,768,708,704,639,639,639,639,639,639
1624,768,768,706,704,704,671,671,624,639
1625,608,628,611,611,608,575,575,511,575
1626,451,487,480,504,496,496,496,448,496
1627,319,384,384,399,399,391,399,384,414
1628,255,255,319,319,352,352,352,387,384
1629,415,385,399,399,399,412,415,512,415
1630,608,543,543,527,527,540,543,608,527
1631,768,671,639,639,639,639,639,636,625
1632,639,639,639,638,632,627,632,561,624
1633,508,511,511,511,511,511,511,451,511
1634,319,384,387,415,415,412,414,384,448
1635,255,319,352,384,384,384,384,387,384
1636,384,384,384,387,391,391,399,463,399
1637,527,512,512,512,512,512,512,543,512
1638,611,575,575,561,560,561,561,575,543
1639,624,608,575,575,575,575,575,543,572
1640,511,543,540,527,527,527,527,487,511
1641,448,463,463,480,480,480,480,463,480
1642,448,448,449,455,455,455,455,448,463
1643,391,415,448,448,448,448,448,415,448
1644,387,399,415,415,415,415,448,415,448
1645,391,399,415,415,415,415,448,448,448
1646,512,451,463,455,463,463,463,527,463
1647,575,563,543,543,543,543,543,575,540
1648,624,611,608,575,575,575,575,536,575
1649,463,504,504,508,505,504,508,399,508
1650,255,319,384,384,384,384,385,352,387
1651,255,255,319,319,319,319,384,384,384
1652,352,319,384,384,384,384,384,448,385
1653,512,512,480,480,480,480,480,527,480
1654,575,543,560,543,543,543,543,575,540
1655,625,608,608,575,575,575,575,568,575
1656,568,575,563,568,560,560,560,510,543
1657,496,504,496,504,496,504,504,480,504
1658,455,480,480,480,480,480,480,448,480
1659,387,415,415,415,448,448,448,399,448
1660,384,384,387,391,399,391,399,391,399
1661,384,384,387,387,399,391,399,448,399
1662,463,448,449,455,451,455,455,527,448
1663,608,568,568,563,543,543,543,575,543
1664,639,626,612,609,575,608,575,543,575
1665,511,543,511,511,527,511,511,448,527
1666,255,384,384,384,391,384,387,255,399
1667,192,227,252,255,255,255,255,255,255
1668,255,255,312,319,319,319,319,448,319
1669,512,448,451,455,449,455,455,543,449
1670,639,575,575,575,572,575,575,632,568
1671,704,671,639,639,636,639,639,575,632
1672,511,575,572,574,568,560,563,463,561
1673,384,399,412,415,448,415,415,384,448
1674,255,255,319,319,384,384,384,384,384
1675,319,352,384,384,384,384,384,399,387
1676,384,384,391,399,399,412,415,448,415
1677,415,415,448,448,448,448,448,480,448
1678,512,512,512,512,487,512,512,524,483
1679,543,543,542,543,527,527,527,527,527
1680,511,526,511,519,511,511,511,455,511
1681,384,399,414,415,415,415,415,384,448
1682,255,255,319,319,319,319,319,384,384
1683,319,319,384,384,384,384,384,448,384
1684,448,448,448,448,449,448,448,512,448
1685,572,540,540,542,542,536,527,560,526
1686,575,575,572,574,568,561,568,511,543
1687,511,511,511,511,511,511,511,504,511
1688,512,504,496,499,496,496,497,512,504
1689,537,513,512,512,512,512,512,527,512
1690,572,543,543,543,540,540,540,527,536
1691,511,527,526,526,511,511,511,496,511
1692,451,480,480,480,480,480,481,448,480
1693,384,414,415,415,448,448,448,415,448
1694,399,399,415,415,415,415,448,448,448
1695,455,448,448,451,451,451,451,512,451
1696,543,519,515,515,512,512,512,540,512
1697,569,543,543,543,542,540,540,540,536
1698,543,543,543,543,542,540,540,508,527
1699,480,496,496,496,496,496,497,463,496
1700,448,451,455,455,463,463,480,448,480
1701,415,448,448,448,448,448,448,451,448
1702,463,451,455,455,455,455,463,480,480
1703,512,480,483,487,483,480,483,512,483
1704,536,515,515,519,515,512,512,515,512
1705,511,512,511,511,513,511,511,504,510
1706,508,504,504,504,508,504,504,483,504
1707,463,480,480,480,480,480,480,463,480
1708,463,455,463,463,480,480,480,487,480
1709,512,512,512,512,496,512,496,496,512
1710,455,480,480,480,480,480,480,448,480
1711,399,415,448,448,448,448,448,448,448
1712,412,415,448,448,448,448,448,448,448
1713,399,412,415,448,448,448,448,448,448
1714,448,415,448,448,448,448,448,480,448
1715,512,512,512,512,512,512,512,512,512
1716,499,499,499,504,504,504,504,483,504
1717,463,480,480,480,480,480,483,455,480
1718,415,448,448,448,448,448,451,448,449
1719,448,448,448,448,451,449,455,480,455
1720,487,480,480,480,480,480,480,512,480
1721,543,527,526,527,527,524,519,527,519
1722,543,543,536,536,536,527,527,519,527
1723,511,524,511,511,511,511,511,483,511
1724,449,463,480,480,480,480,480,449,480
1725,448,448,448,448,448,448,449,480,451
1726,480,480,480,480,480,480,480,480,480
1727,448,463,463,480,480,480,480,449,480
1728,415,448,448,448,448,448,448,448,448
1729,448,448,448,448,448,448,448,455,448
1730,451,451,455,463,463,463,463,463,463
1731,448,451,455,455,462,463,463,448,463
1732,352,384,391,399,399,414,415,384,415
1733,255,319,352,384,384,384,384,391,384
1734,399,387,399,412,412,414,415,463,415
1735,512,512,512,512,512,512,512,519,512
1736,572,543,540,543,536,527,527,543,527
1737,575,575,568,568,560,543,543,540,543
1738,511,527,511,511,511,527,526,455,524
1739,384,415,448,448,448,448,448,384,448
1740,231,255,255,319,319,319,352,255,352
1741,224,225,255,255,255,255,255,384,255
1742,384,352,384,384,384,384,384,512,391
1743,575,543,543,543,540,527,527,608,540
1744,639,639,632,624,609,608,608,568,608
1745,511,568,543,543,543,542,543,448,543
1746,319,384,391,391,399,399,415,255,399
1747,127,199,254,255,255,255,255,255,255
1748,192,192,227,241,255,255,255,384,255
1749,448,384,391,399,412,415,399,542,415
1750,639,608,575,575,575,575,568,636,575
1751,768,704,639,639,639,639,639,608,639
1752,575,624,608,575,575,575,575,499,575
1753,448,480,480,480,480,480,481,399,480
1754,319,384,384,384,384,384,391,384,384
1755,384,384,384,384,384,384,387,448,384
1756,512,455,455,480,480,480,480,512,480
1757,519,519,512,515,515,519,512,504,518
1758,483,504,496,496,496,504,496,480,496
1759,449,463,480,463,463,480,480,448,480
1760,384,399,415,415,415,415,448,399,448
1761,384,384,391,391,391,399,412,448,399
1762,448,448,448,448,448,448,448,512,448
1763,519,512,512,512,512,512,512,496,512
1764,455,483,483,480,483,483,483,448,483
1765,384,399,414,414,415,415,415,399,415
1766,384,384,391,399,399,399,412,415,412
