index,time,dive-temperature,dive-depth,dive-speed
805,2025-12-12 09:15:47.075023+00:00,24.99,30.265,0.11433333333333451
805,2025-12-12 09:15:47.075023+00:00,24.79,30.41,0.048333333333333194
805,2025-12-12 09:15:47.075023+00:00,24.77,30.272,-0.04600000000000056
805,2025-12-12 09:15:47.075023+00:00,24.57,30.826999999999998,0.18499999999999991
806,2025-12-12 09:15:57.569334+00:00,24.9,24.629,-2.065999999999999
806,2025-12-12 09:15:57.569334+00:00,24.67,26.119,0.49666666666666615
806,2025-12-12 09:15:57.569334+00:00,24.36,25.839000000000002,-0.09333333333333253
806,2025-12-12 09:15:57.569334+00:00,24.33,25.925,0.028666666666666174
807,2025-12-12 09:16:18.276840+00:00,24.37,26.284000000000002,0.11966666666666725
807,2025-12-12 09:16:18.276840+00:00,24.56,25.967,-0.10566666666666791
807,2025-12-12 09:16:18.276840+00:00,24.76,26.019000000000002,0.017333333333334384
807,2025-12-12 09:16:18.276840+00:00,24.93,26.369,0.11666666666666596
808,2025-12-12 09:16:38.978561+00:00,25.15,26.357,-0.004000000000000152
808,2025-12-12 09:16:38.978561+00:00,25.15,25.959,-0.13266666666666657
808,2025-12-12 09:16:38.978561+00:00,25.44,26.119,0.05333333333333338
808,2025-12-12 09:16:38.978561+00:00,25.59,25.91,-0.06966666666666654
809,2025-12-12 09:16:59.465043+00:00,25.75,26.488000000000003,0.19266666666666765
809,2025-12-12 09:16:59.465043+00:00,25.46,26.230999999999998,-0.08566666666666833
809,2025-12-12 09:16:59.465043+00:00,25.64,26.587,0.11866666666666721
809,2025-12-12 09:16:59.465043+00:00,25.8,26.25,-0.11233333333333324
810,2025-12-12 09:17:20.154388+00:00,25.48,26.608,0.11933333333333351
810,2025-12-12 09:17:20.154388+00:00,25.51,26.264,-0.11466666666666707
810,2025-12-12 09:17:20.154388+00:00,24.92,27.741,0.49233333333333346
810,2025-12-12 09:17:20.154388+00:00,24.6,27.406999999999996,-0.1113333333333344
811,2025-12-12 09:17:40.841046+00:00,24.55,27.281,-0.041999999999999225
811,2025-12-12 09:17:40.841046+00:00,24.42,27.635,0.11800000000000092
811,2025-12-12 09:17:40.841046+00:00,24.4,27.254,-0.12700000000000009
811,2025-12-12 09:17:40.841046+00:00,24.34,27.656,0.13399999999999915
812,2025-12-12 09:18:01.353998+00:00,24.59,27.513,-0.04766666666666571
812,2025-12-12 09:18:01.353998+00:00,24.88,27.188000000000002,-0.1083333333333331
812,2025-12-12 09:18:01.353998+00:00,24.85,27.68,0.16399999999999912
812,2025-12-12 09:18:01.353998+00:00,24.33,27.522,-0.052666666666667084
813,2025-12-12 09:18:22.038227+00:00,24.16,27.39,-0.0439999999999993
813,2025-12-12 09:18:22.038227+00:00,24.17,27.750999999999998,0.12033333333333236
813,2025-12-12 09:18:22.038227+00:00,24.09,26.215,-0.5119999999999992
813,2025-12-12 09:18:22.038227+00:00,24.14,29.95,1.2449999999999999
814,2025-12-12 09:18:42.713784+00:00,24.21,26.526999999999997,-1.1410000000000007
814,2025-12-12 09:18:42.713784+00:00,24.11,26.391,-0.04533333333333308
814,2025-12-12 09:18:42.713784+00:00,24.11,26.366,-0.00833333333333286
814,2025-12-12 09:18:42.713784+00:00,24.19,26.269000000000002,-0.03233333333333258
815,2025-12-12 09:19:03.190532+00:00,24.16,26.601999999999997,0.11099999999999828
815,2025-12-12 09:19:03.190532+00:00,24.31,26.776,0.058000000000001016
815,2025-12-12 09:19:03.190532+00:00,24.29,26.954,0.059333333333333606
815,2025-12-12 09:19:03.190532+00:00,24.04,26.621,-0.11100000000000065
817,2025-12-12 09:19:44.537799+00:00,23.77,26.680999999999997,0.019999999999999574
817,2025-12-12 09:19:44.537799+00:00,23.77,26.515,-0.05533333333333227
817,2025-12-12 09:19:44.537799+00:00,24.0,26.538,0.007666666666666562
817,2025-12-12 09:19:44.537799+00:00,24.16,26.441,-0.03233333333333377
818,2025-12-12 09:20:05.036735+00:00,25.07,26.232,-0.06966666666666654
818,2025-12-12 09:20:05.036735+00:00,25.87,26.389,0.05233333333333334
818,2025-12-12 09:20:05.036735+00:00,25.98,26.343000000000004,-0.015333333333331941
818,2025-12-12 09:20:05.036735+00:00,26.17,26.973000000000003,0.20999999999999966
819,2025-12-12 09:20:25.661035+00:00,25.7,27.565,0.19733333333333292
819,2025-12-12 09:20:25.661035+00:00,25.05,27.541999999999998,-0.007666666666667747
819,2025-12-12 09:20:25.661035+00:00,25.75,22.185,-1.7856666666666665
819,2025-12-12 09:20:25.661035+00:00,25.55,22.438000000000002,0.08433333333333455
820,2025-12-12 09:20:46.417702+00:00,24.71,22.555,0.03899999999999911
820,2025-12-12 09:20:46.417702+00:00,24.46,22.546999999999997,-0.0026666666666675574
820,2025-12-12 09:20:46.417702+00:00,24.44,22.430999999999997,-0.03866666666666655
820,2025-12-12 09:20:46.417702+00:00,24.42,22.456999999999997,0.0086666666666666
821,2025-12-12 09:21:06.921709+00:00,24.31,22.396,-0.02033333333333213
821,2025-12-12 09:21:06.921709+00:00,24.43,22.366999999999997,-0.009666666666667822
821,2025-12-12 09:21:06.921709+00:00,24.41,28.139,1.9240000000000006
821,2025-12-12 09:21:06.921709+00:00,24.41,29.851,0.5706666666666665
822,2025-12-12 09:21:27.607939+00:00,24.51,29.413,-0.1459999999999996
822,2025-12-12 09:21:27.607939+00:00,24.51,29.511999999999997,0.032999999999998884
822,2025-12-12 09:21:27.607939+00:00,24.56,29.704,0.06400000000000124
822,2025-12-12 09:21:27.607939+00:00,24.67,30.741999999999997,0.3459999999999989
823,2025-12-12 09:21:38.098022+00:00,24.85,28.833000000000002,-0.6363333333333318
823,2025-12-12 09:21:38.098022+00:00,25.25,26.895,-0.6460000000000008
823,2025-12-12 09:21:38.098022+00:00,25.42,25.389,-0.5020000000000001
823,2025-12-12 09:21:38.098022+00:00,25.13,24.144000000000002,-0.41499999999999915
824,2025-12-12 09:21:58.785756+00:00,24.98,24.237,0.030999999999998806
824,2025-12-12 09:21:58.785756+00:00,25.02,24.212,-0.00833333333333286
824,2025-12-12 09:21:58.785756+00:00,25.11,24.267,0.01833333333333324
824,2025-12-12 09:21:58.785756+00:00,25.24,23.228,-0.34633333333333266
825,2025-12-12 09:22:19.440328+00:00,24.72,26.64,1.137333333333333
825,2025-12-12 09:22:19.440328+00:00,24.57,26.34,-0.10000000000000024
825,2025-12-12 09:22:19.440328+00:00,24.6,26.505,0.054999999999999716
825,2025-12-12 09:22:19.440328+00:00,24.68,26.54,0.011666666666666714
826,2025-12-12 09:22:39.934047+00:00,24.7,26.636,0.03200000000000003
826,2025-12-12 09:22:39.934047+00:00,24.75,26.72,0.027999999999999876
826,2025-12-12 09:22:39.934047+00:00,24.74,26.51,-0.0699999999999991
826,2025-12-12 09:22:39.934047+00:00,24.75,26.756,0.08199999999999956
827,2025-12-12 09:23:00.626891+00:00,24.77,26.91,0.05133333333333331
827,2025-12-12 09:23:00.626891+00:00,24.55,26.666999999999998,-0.0810000000000007
827,2025-12-12 09:23:00.626891+00:00,24.38,26.99,0.1076666666666668
827,2025-12-12 09:23:00.626891+00:00,24.05,26.9,-0.029999999999999954
828,2025-12-12 09:23:21.261314+00:00,24.03,26.855999999999998,-0.014666666666666828
828,2025-12-12 09:23:21.261314+00:00,24.17,27.7,0.2813333333333337
828,2025-12-12 09:23:21.261314+00:00,24.32,37.016000000000005,3.1053333333333355
828,2025-12-12 09:23:21.261314+00:00,24.49,39.621,0.8683333333333323
829,2025-12-12 09:23:41.766442+00:00,24.71,39.532,-0.02966666666666858
829,2025-12-12 09:23:41.766442+00:00,25.23,39.542,0.0033333333333350388
829,2025-12-12 09:23:41.766442+00:00,24.92,39.638999999999996,0.0323333333333314
829,2025-12-12 09:23:41.766442+00:00,24.73,39.818000000000005,0.05966666666666972
830,2025-12-12 09:24:02.428567+00:00,24.82,39.74,-0.026000000000000984
830,2025-12-12 09:24:02.428567+00:00,24.49,39.76,0.00666666666666534
830,2025-12-12 09:24:02.428567+00:00,23.97,39.98,0.07333333333333296
830,2025-12-12 09:24:02.428567+00:00,23.84,39.794,-0.06199999999999998
831,2025-12-12 09:24:23.119221+00:00,23.74,39.626999999999995,-0.0556666666666672
831,2025-12-12 09:24:23.119221+00:00,23.7,39.646,0.006333333333335152
831,2025-12-12 09:24:23.119221+00:00,23.69,39.56,-0.028666666666666174
831,2025-12-12 09:24:23.119221+00:00,23.87,45.066,1.8353333333333335
833,2025-12-12 09:24:44.110133+00:00,24.02,43.667,-0.46633333333333366
833,2025-12-12 09:24:44.110133+00:00,24.3,43.865,0.06600000000000013
833,2025-12-12 09:24:44.110133+00:00,24.71,43.7,-0.054999999999999716
833,2025-12-12 09:24:44.110133+00:00,25.05,43.702,0.000666666666665113
834,2025-12-12 09:25:04.770424+00:00,25.12,43.818000000000005,0.038666666666668924
834,2025-12-12 09:25:04.770424+00:00,24.51,44.01,0.06399999999999768
834,2025-12-12 09:25:04.770424+00:00,24.44,43.971000000000004,-0.012999999999998124
834,2025-12-12 09:25:04.770424+00:00,24.71,37.418,-2.184333333333335
835,2025-12-12 09:25:25.450392+00:00,24.69,38.891999999999996,0.49133333333333223
835,2025-12-12 09:25:25.450392+00:00,24.44,38.593999999999994,-0.09933333333333394
835,2025-12-12 09:25:25.450392+00:00,24.45,41.812,1.0726666666666678
835,2025-12-12 09:25:25.450392+00:00,24.59,41.706,-0.03533333333333152
836,2025-12-12 09:25:45.923935+00:00,25.04,37.735,-1.3236666666666679
836,2025-12-12 09:25:45.923935+00:00,24.56,39.633,0.6326666666666677
836,2025-12-12 09:25:45.923935+00:00,24.08,39.65,0.005666666666665303
836,2025-12-12 09:25:45.923935+00:00,23.85,39.854,0.06800000000000021
837,2025-12-12 09:26:06.594718+00:00,23.86,39.766000000000005,-0.029333333333331286
837,2025-12-12 09:26:06.594718+00:00,23.88,39.636,-0.04333333333333419
837,2025-12-12 09:26:06.594718+00:00,23.96,39.92100000000001,0.09500000000000124
837,2025-12-12 09:26:06.594718+00:00,24.22,39.731,-0.06333333333333495
838,2025-12-12 09:26:27.275424+00:00,24.79,39.757,0.008666666666665416
838,2025-12-12 09:26:27.275424+00:00,25.07,39.647,-0.03666666666666648
838,2025-12-12 09:26:27.275424+00:00,25.31,39.8,0.050999999999999567
838,2025-12-12 09:26:27.275424+00:00,24.44,42.013000000000005,0.7376666666666694
839,2025-12-12 09:26:37.757705+00:00,24.42,42.055,0.013999999999998161
839,2025-12-12 09:26:37.757705+00:00,24.93,41.887,-0.05599999999999975
839,2025-12-12 09:26:37.757705+00:00,25.32,41.968,0.027000000000001023
839,2025-12-12 09:26:37.757705+00:00,25.55,41.894,-0.02466666666666839
840,2025-12-12 09:26:58.450435+00:00,25.71,34.224,-2.556666666666667
840,2025-12-12 09:26:58.450435+00:00,24.85,25.743000000000002,-2.826999999999998
840,2025-12-12 09:26:58.450435+00:00,24.94,24.348000000000003,-0.46499999999999986
840,2025-12-12 09:26:58.450435+00:00,26.0,12.479000000000001,-3.9563333333333337
841,2025-12-12 09:27:18.950903+00:00,26.15,12.611999999999998,0.04433333333333245
841,2025-12-12 09:27:18.950903+00:00,26.14,12.376999999999999,-0.07833333333333314
841,2025-12-12 09:27:18.950903+00:00,26.15,9.742,-0.8783333333333326
841,2025-12-12 09:27:18.950903+00:00,26.14,9.877,0.04499999999999993
842,2025-12-12 09:27:39.626821+00:00,26.09,9.485999999999999,-0.13033333333333394
842,2025-12-12 09:27:39.626821+00:00,26.02,23.656999999999996,4.723666666666666
842,2025-12-12 09:27:39.626821+00:00,25.81,33.343,3.228666666666669
842,2025-12-12 09:27:39.626821+00:00,25.93,34.395,0.3506666666666665
843,2025-12-12 09:28:00.321493+00:00,25.83,34.471000000000004,0.025333333333333503
843,2025-12-12 09:28:00.321493+00:00,25.57,35.74100000000001,0.4233333333333344
843,2025-12-12 09:28:00.321493+00:00,25.41,35.891000000000005,0.049999999999999524
843,2025-12-12 09:28:00.321493+00:00,25.18,37.336999999999996,0.48199999999999693
844,2025-12-12 09:28:20.802241+00:00,25.22,37.243,-0.03133333333333136
844,2025-12-12 09:28:20.802241+00:00,25.27,37.148999999999994,-0.0313333333333361
844,2025-12-12 09:28:20.802241+00:00,25.28,37.293,0.04800000000000182
844,2025-12-12 09:28:20.802241+00:00,25.35,39.161,0.6226666666666674
845,2025-12-12 09:28:41.504401+00:00,25.5,38.961000000000006,-0.06666666666666525
845,2025-12-12 09:28:41.504401+00:00,25.54,36.848,-0.7043333333333356
845,2025-12-12 09:28:41.504401+00:00,25.21,41.558,1.5700000000000003
845,2025-12-12 09:28:41.504401+00:00,24.96,41.637,0.026333333333333542
846,2025-12-12 09:29:02.158090+00:00,25.11,41.552,-0.028333333333333616
846,2025-12-12 09:29:02.158090+00:00,25.5,41.641000000000005,0.02966666666666858
846,2025-12-12 09:29:02.158090+00:00,25.99,41.692,0.016999999999998277
846,2025-12-12 09:29:02.158090+00:00,26.3,41.695,0.001000000000000038
847,2025-12-12 09:29:22.653068+00:00,25.92,40.156000000000006,-0.5129999999999981
847,2025-12-12 09:29:22.653068+00:00,24.96,40.821000000000005,0.22166666666666637
847,2025-12-12 09:29:22.653068+00:00,24.81,40.731,-0.030000000000001137
847,2025-12-12 09:29:22.653068+00:00,24.42,40.8,0.022999999999998504
849,2025-12-12 09:29:43.851927+00:00,24.49,40.769,-0.010333333333332936
849,2025-12-12 09:29:43.851927+00:00,24.5,40.691,-0.025999999999998618
849,2025-12-12 09:29:43.851927+00:00,24.61,45.97,1.7596666666666654
849,2025-12-12 09:29:43.851927+00:00,24.73,45.956,-0.0046666666666652645
850,2025-12-12 09:30:04.540383+00:00,24.87,41.583999999999996,-1.4573333333333356
850,2025-12-12 09:30:04.540383+00:00,24.95,41.68600000000001,0.03400000000000366
850,2025-12-12 09:30:04.540383+00:00,24.7,41.631,-0.018333333333335606
850,2025-12-12 09:30:04.540383+00:00,24.68,41.673,0.014000000000000531
851,2025-12-12 09:30:25.027701+00:00,24.81,41.531000000000006,-0.04733333333333197
851,2025-12-12 09:30:25.027701+00:00,24.78,41.428999999999995,-0.03400000000000366
851,2025-12-12 09:30:25.027701+00:00,24.66,45.288000000000004,1.2863333333333362
851,2025-12-12 09:30:25.027701+00:00,24.65,44.792,-0.16533333333333408
852,2025-12-12 09:30:45.719144+00:00,24.72,44.808,0.005333333333332746
852,2025-12-12 09:30:45.719144+00:00,24.49,44.756,-0.0173333333333332
852,2025-12-12 09:30:45.719144+00:00,24.4,44.76,0.0013333333333325943
852,2025-12-12 09:30:45.719144+00:00,24.43,44.667,-0.030999999999998806
853,2025-12-12 09:31:06.398236+00:00,24.49,44.65,-0.005666666666667671
853,2025-12-12 09:31:06.398236+00:00,24.47,44.591,-0.019666666666665833
853,2025-12-12 09:31:06.398236+00:00,24.47,44.503,-0.029333333333333655
853,2025-12-12 09:31:06.398236+00:00,24.48,44.567,0.021333333333333353
855,2025-12-12 09:31:47.133263+00:00,24.89,44.352,-0.07166666666666781
855,2025-12-12 09:31:47.133263+00:00,25.19,44.614,0.08733333333333348
855,2025-12-12 09:31:47.133263+00:00,25.36,43.703,-0.30366666666666475
855,2025-12-12 09:31:47.133263+00:00,25.36,43.824,0.0403333333333317
856,2025-12-12 09:32:07.827436+00:00,25.21,43.833999999999996,0.00333333333333267
856,2025-12-12 09:32:07.827436+00:00,25.24,43.77,-0.021333333333330984
856,2025-12-12 09:32:07.827436+00:00,25.33,43.846000000000004,0.025333333333333503
856,2025-12-12 09:32:07.827436+00:00,25.12,43.84,-0.002000000000000076
857,2025-12-12 09:32:18.318162+00:00,25.0,43.975,0.04499999999999934
857,2025-12-12 09:32:18.318162+00:00,24.98,44.028999999999996,0.017999999999998312
857,2025-12-12 09:32:18.318162+00:00,25.09,43.937,-0.03066666666666625
857,2025-12-12 09:32:18.318162+00:00,25.15,41.996,-0.6469999999999985
858,2025-12-12 09:32:39.064711+00:00,25.02,42.57899999999999,0.19433333333333044
858,2025-12-12 09:32:39.064711+00:00,25.03,44.928000000000004,0.7830000000000036
858,2025-12-12 09:32:39.064711+00:00,24.65,43.622,-0.43533333333333485
858,2025-12-12 09:32:39.064711+00:00,24.42,38.15,-1.8240000000000005
859,2025-12-12 09:32:59.570551+00:00,25.35,30.090999999999998,-2.6863333333333337
859,2025-12-12 09:32:59.570551+00:00,25.54,21.46,-2.876999999999999
859,2025-12-12 09:32:59.570551+00:00,25.33,20.656,-0.2680000000000007
859,2025-12-12 09:32:59.570551+00:00,25.48,20.462,-0.06466666666666636
860,2025-12-12 09:33:20.251886+00:00,25.35,20.506,0.014666666666666828
860,2025-12-12 09:33:20.251886+00:00,25.11,21.138,0.21066666666666714
860,2025-12-12 09:33:20.251886+00:00,26.2,20.854,-0.0946666666666675
860,2025-12-12 09:33:20.251886+00:00,27.04,20.967,0.037666666666666515
861,2025-12-12 09:33:40.937039+00:00,27.16,20.973000000000003,0.00200000000000126
861,2025-12-12 09:33:40.937039+00:00,27.19,20.541,-0.1440000000000007
861,2025-12-12 09:33:40.937039+00:00,27.22,20.506999999999998,-0.011333333333334158
861,2025-12-12 09:33:40.937039+00:00,27.21,20.735,0.07600000000000051
862,2025-12-12 09:34:01.401130+00:00,27.05,28.804000000000002,2.6896666666666675
862,2025-12-12 09:34:01.401130+00:00,27.01,23.334,-1.8233333333333341
862,2025-12-12 09:34:01.401130+00:00,25.75,36.095,4.253666666666667
862,2025-12-12 09:34:01.401130+00:00,25.27,33.755,-0.7799999999999988
863,2025-12-12 09:34:22.094806+00:00,25.64,35.42,0.5549999999999997
863,2025-12-12 09:34:22.094806+00:00,25.69,35.476000000000006,0.018666666666668164
863,2025-12-12 09:34:22.094806+00:00,25.69,35.388000000000005,-0.029333333333333655
863,2025-12-12 09:34:22.094806+00:00,25.6,35.342,-0.015333333333335494
865,2025-12-12 09:34:43.273499+00:00,25.6,35.523999999999994,0.060666666666665016
865,2025-12-12 09:34:43.273499+00:00,25.74,35.451,-0.024333333333331097
865,2025-12-12 09:34:43.273499+00:00,25.99,35.568999999999996,0.039333333333331666
865,2025-12-12 09:34:43.273499+00:00,26.35,34.687,-0.2939999999999993
866,2025-12-12 09:35:03.775842+00:00,26.18,39.313,1.5420000000000016
866,2025-12-12 09:35:03.775842+00:00,26.03,39.457,0.04799999999999945
866,2025-12-12 09:35:03.775842+00:00,25.46,46.55,2.3643333333333323
866,2025-12-12 09:35:03.775842+00:00,25.25,47.963,0.47100000000000125
867,2025-12-12 09:35:24.492352+00:00,25.22,48.005,0.014000000000000531
867,2025-12-12 09:35:24.492352+00:00,25.36,48.027,0.0073333333333328215
867,2025-12-12 09:35:24.492352+00:00,25.71,48.05,0.007666666666665378
867,2025-12-12 09:35:24.492352+00:00,26.3,47.966,-0.027999999999998693
868,2025-12-12 09:35:45.181436+00:00,26.29,48.407,0.14699999999999847
868,2025-12-12 09:35:45.181436+00:00,26.3,46.325,-0.6939999999999978
868,2025-12-12 09:35:45.181436+00:00,26.28,37.49100000000001,-2.944666666666665
868,2025-12-12 09:35:45.181436+00:00,24.99,36.99100000000001,-0.16666666666666666
869,2025-12-12 09:36:05.682810+00:00,24.99,36.907,-0.02800000000000343
869,2025-12-12 09:36:05.682810+00:00,25.18,36.765,-0.04733333333333197
869,2025-12-12 09:36:05.682810+00:00,26.0,36.791000000000004,0.008666666666667785
869,2025-12-12 09:36:05.682810+00:00,25.41,36.968999999999994,0.05933333333333005
870,2025-12-12 09:36:26.358147+00:00,25.08,35.897,-0.3573333333333319
870,2025-12-12 09:36:26.358147+00:00,25.0,35.883,-0.0046666666666652645
870,2025-12-12 09:36:26.358147+00:00,25.02,35.841,-0.014000000000000531
870,2025-12-12 09:36:26.358147+00:00,24.85,35.847,0.002000000000000076
871,2025-12-12 09:36:47.078136+00:00,24.51,35.724,-0.041000000000001556
871,2025-12-12 09:36:47.078136+00:00,24.88,35.882,0.052666666666667084
871,2025-12-12 09:36:47.078136+00:00,26.01,35.732,-0.049999999999999524
871,2025-12-12 09:36:47.078136+00:00,26.81,35.619,-0.037666666666666515
872,2025-12-12 09:37:07.589833+00:00,27.18,35.675,0.018666666666665794
872,2025-12-12 09:37:07.589833+00:00,27.26,34.902,-0.2576666666666654
872,2025-12-12 09:37:07.589833+00:00,26.36,35.038000000000004,0.04533333333333426
872,2025-12-12 09:37:07.589833+00:00,25.7,27.666,-2.4573333333333345
874,2025-12-12 09:37:38.282033+00:00,26.51,27.480999999999998,-0.061666666666667425
874,2025-12-12 09:37:38.282033+00:00,26.74,26.918000000000003,-0.1876666666666651
874,2025-12-12 09:37:38.282033+00:00,26.64,36.898,3.3266666666666667
874,2025-12-12 09:37:38.282033+00:00,26.56,41.288000000000004,1.4633333333333336
875,2025-12-12 09:37:59.004496+00:00,26.83,41.227,-0.020333333333335684
875,2025-12-12 09:37:59.004496+00:00,25.36,41.586999999999996,0.11999999999999982
875,2025-12-12 09:37:59.004496+00:00,24.67,36.086000000000006,-1.8336666666666634
875,2025-12-12 09:37:59.004496+00:00,24.89,36.058,-0.009333333333335267
876,2025-12-12 09:38:19.697254+00:00,25.38,36.00899999999999,-0.01633333333333553
876,2025-12-12 09:38:19.697254+00:00,26.56,35.986000000000004,-0.0076666666666630095
876,2025-12-12 09:38:19.697254+00:00,26.97,36.1,0.03799999999999907
876,2025-12-12 09:38:19.697254+00:00,26.81,25.264,-3.6120000000000005
877,2025-12-12 09:38:40.189036+00:00,27.06,25.803,0.17966666666666717
877,2025-12-12 09:38:40.189036+00:00,27.1,25.78,-0.007666666666666562
877,2025-12-12 09:38:40.189036+00:00,27.1,25.820999999999998,0.013666666666665606
877,2025-12-12 09:38:40.189036+00:00,26.86,27.974,0.7176666666666675
878,2025-12-12 09:39:00.908999+00:00,26.92,19.92,-2.6846666666666663
878,2025-12-12 09:39:00.908999+00:00,26.97,19.156,-0.25466666666666765
878,2025-12-12 09:39:00.908999+00:00,26.83,19.261,0.03500000000000014
878,2025-12-12 09:39:00.908999+00:00,26.48,19.135,-0.041999999999999225
879,2025-12-12 09:39:21.626570+00:00,26.61,17.175,-0.6533333333333337
879,2025-12-12 09:39:21.626570+00:00,26.69,19.365,0.7299999999999992
879,2025-12-12 09:39:21.626570+00:00,26.71,21.36,0.6650000000000004
879,2025-12-12 09:39:21.626570+00:00,26.79,26.449,1.6963333333333341
881,2025-12-12 09:39:42.649603+00:00,26.96,26.45,0.0003333333333325565
881,2025-12-12 09:39:42.649603+00:00,26.8,24.458000000000002,-0.6639999999999991
881,2025-12-12 09:39:42.649603+00:00,26.96,24.436,-0.007333333333334006
881,2025-12-12 09:39:42.649603+00:00,27.03,24.428,-0.002666666666666373
882,2025-12-12 09:40:03.308641+00:00,27.03,27.467,1.0129999999999992
882,2025-12-12 09:40:03.308641+00:00,27.03,27.415,-0.0173333333333332
882,2025-12-12 09:40:03.308641+00:00,26.94,27.339000000000002,-0.02533333333333232
882,2025-12-12 09:40:03.308641+00:00,27.06,32.668,1.7763333333333324
883,2025-12-12 09:40:24.003676+00:00,27.05,32.69,0.0073333333333328215
883,2025-12-12 09:40:24.003676+00:00,25.92,19.843000000000004,-4.282333333333331
883,2025-12-12 09:40:24.003676+00:00,26.96,21.453000000000003,0.5366666666666665
883,2025-12-12 09:40:24.003676+00:00,26.99,21.465999999999998,0.004333333333331524
884,2025-12-12 09:40:44.513175+00:00,26.86,21.488000000000003,0.00733333333333519
884,2025-12-12 09:40:44.513175+00:00,26.86,21.464000000000002,-0.008000000000000304
884,2025-12-12 09:40:44.513175+00:00,26.79,21.514,0.01666666666666572
884,2025-12-12 09:40:44.513175+00:00,26.84,21.55,0.012000000000000455
885,2025-12-12 09:41:05.194084+00:00,26.94,21.511999999999997,-0.012666666666667936
885,2025-12-12 09:41:05.194084+00:00,26.96,21.426,-0.028666666666666174
